transaction_id,timestamp,amount_sar,payment_method,machine_id,cycle_type,counterparty_raw
TXN-20250519-0024,2025-05-19 11:19:32,81.88,credit,M01,dry_clean,SEC ELECTRICITY BILL 41220
TXN-20250519-0025,2025-05-19 11:46:20,43.01,cash,M03,heavy_duty,STC INVOICE 88120
TXN-20250519-0026,2025-05-19 11:48:33,36.97,mada,M06,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250519-0027,2025-05-19 12:02:56,69.83,credit,M03,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250519-0028,2025-05-19 12:18:35,22.24,mada,M01,quick_wash,شركة المنظفات الوطنية
TXN-20250519-0029,2025-05-19 12:54:29,63.06,mada,M03,heavy_duty,شركة المنظفات الوطنية
TXN-20250519-0030,2025-05-19 12:59:19,32.73,mada,M01,standard,PACKAGING SUPPLIES CO 118
TXN-20250519-0031,2025-05-19 13:17:36,25.03,mada,M03,standard,مؤسسة الإيجار العقارية
TXN-20250519-0032,2025-05-19 13:21:44,48.99,cash,M06,heavy_duty,شركة المنظفات الوطنية
TXN-20250519-0033,2025-05-19 13:23:11,53.39,mada,M03,heavy_duty,PACKAGING SUPPLIES CO 118
TXN-20250519-0034,2025-05-19 13:30:42,37.25,credit,M06,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250519-0035,2025-05-19 13:55:51,42.29,mada,M05,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250519-0036,2025-05-19 14:27:52,41.94,cash,M05,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250519-0037,2025-05-19 14:42:18,18.53,mada,M05,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250519-0038,2025-05-19 14:46:49,105.92,credit,M06,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250519-0039,2025-05-19 15:52:16,37.5,mada,M01,standard,شركة المنظفات الوطنية
TXN-20250519-0040,2025-05-19 16:02:56,17.19,mada,M07,quick_wash,PACKAGING SUPPLIES CO 118
TXN-20250519-0041,2025-05-19 16:32:41,93.61,mada,M01,dry_clean,
TXN-20250519-0042,2025-05-19 17:09:02,38.34,mada,M08,standard,SADAD BILL PAYMENT 5521099
TXN-20250519-0043,2025-05-19 17:33:56,36.66,mada,M04,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250519-0044,2025-05-19 17:54:51,34.94,credit,M05,standard,شركة المنظفات الوطنية
TXN-20250519-0045,2025-05-19 18:07:55,38.67,mada,M02,standard,شركة المنظفات الوطنية
TXN-20250519-0046,2025-05-19 18:10:47,22.57,mada,M01,quick_wash,STC INVOICE 88120
TXN-20250519-0047,2025-05-19 18:12:15,92.88,mada,M01,dry_clean,SPARE PARTS TRADING 902
TXN-20250519-0048,2025-05-19 18:12:30,17.24,mada,M03,quick_wash,شركة المنظفات الوطنية
TXN-20250519-0049,2025-05-19 18:28:45,91.34,cash,M05,dry_clean,NWC WATER AUTHORITY 6621
TXN-20250519-0050,2025-05-19 18:38:42,29.98,credit,M05,standard,شركة المنظفات الوطنية
TXN-20250519-0051,2025-05-19 18:46:53,22.07,mada,M01,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250519-0052,2025-05-19 18:54:53,54.87,cash,M05,heavy_duty,NWC WATER AUTHORITY 6621
TXN-20250519-0053,2025-05-19 19:21:00,114.17,mada,M03,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250519-0054,2025-05-19 19:29:45,22.79,cash,M07,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250519-0055,2025-05-19 19:30:46,43.99,mada,M03,heavy_duty,شركة المنظفات الوطنية
TXN-20250519-0056,2025-05-19 19:36:14,62.16,cash,M08,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250519-0057,2025-05-19 19:40:29,45.88,mada,M04,heavy_duty,SPARE PARTS TRADING 902
TXN-20250519-0058,2025-05-19 19:51:20,36.66,cash,M05,standard,SADAD BILL PAYMENT 5521099
TXN-20250519-0059,2025-05-19 19:52:19,19.7,mada,M02,quick_wash,
TXN-20250519-0060,2025-05-19 20:13:17,61.85,credit,M08,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250519-0061,2025-05-19 20:16:54,25.82,mada,M06,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250519-0062,2025-05-19 20:26:38,23.18,credit,M08,quick_wash,مؤسسة الإيجار العقارية
TXN-20250519-0063,2025-05-19 20:35:53,28.2,mada,M04,standard,شركة المنظفات الوطنية
TXN-20250519-0064,2025-05-19 20:53:07,67.66,mada,M03,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250519-0065,2025-05-19 21:24:43,31.35,mada,M05,standard,GAZT ZATCA VAT PAYMENT
TXN-20250519-0066,2025-05-19 21:25:38,16.06,credit,M08,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250519-0067,2025-05-19 21:35:26,31.85,mada,M07,standard,
TXN-20250519-0068,2025-05-19 21:41:32,35.58,cash,M07,standard,
TXN-20250519-0069,2025-05-19 21:59:48,20.19,mada,M06,quick_wash,POS PURCHASE 2214 AL MALAZ
TXN-20250519-0070,2025-05-19 22:00:32,23.8,mada,M01,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250519-0071,2025-05-19 22:11:50,22.27,mada,M02,quick_wash,SPARE PARTS TRADING 902
TXN-20250519-0072,2025-05-19 22:12:40,24.42,credit,M05,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250519-0073,2025-05-19 22:19:31,18.59,mada,M05,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250519-0074,2025-05-19 22:32:33,55.75,credit,M04,heavy_duty,MADA PURCHASE HANGERS 55
TXN-20250519-0075,2025-05-19 22:39:18,22.31,cash,M02,quick_wash,
TXN-20250519-0076,2025-05-19 22:52:06,30.77,cash,M05,standard,شركة المنظفات الوطنية
TXN-20250519-0077,2025-05-19 23:15:50,46.3,credit,M05,heavy_duty,
TXN-20250519-0078,2025-05-19 23:16:23,20.79,mada,M06,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0001,2025-05-20 00:44:48,29.9,mada,M03,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0002,2025-05-20 06:14:37,58.03,mada,M07,heavy_duty,
TXN-20250520-0003,2025-05-20 07:36:58,24.86,mada,M03,quick_wash,GAZT ZATCA VAT PAYMENT
TXN-20250520-0004,2025-05-20 08:06:23,19.2,mada,M08,quick_wash,PACKAGING SUPPLIES CO 118
TXN-20250520-0005,2025-05-20 08:12:06,62.91,mada,M08,heavy_duty,NWC WATER AUTHORITY 6621
TXN-20250520-0006,2025-05-20 08:13:55,35.16,mada,M04,standard,شركة المنظفات الوطنية
TXN-20250520-0007,2025-05-20 08:31:21,28.95,cash,M07,standard,شركة المنظفات الوطنية
TXN-20250520-0008,2025-05-20 08:34:24,38.9,mada,M08,standard,SEC ELECTRICITY BILL 41220
TXN-20250520-0009,2025-05-20 08:37:27,25.75,cash,M05,standard,STC INVOICE 88120
TXN-20250520-0010,2025-05-20 08:48:07,51.78,cash,M05,dry_clean,GAZT ZATCA VAT PAYMENT
TXN-20250520-0011,2025-05-20 08:58:36,67.94,cash,M08,dry_clean,PACKAGING SUPPLIES CO 118
TXN-20250520-0012,2025-05-20 09:02:45,17.02,mada,M06,quick_wash,STC INVOICE 88120
TXN-20250520-0013,2025-05-20 09:05:17,50.54,cash,M05,dry_clean,
TXN-20250520-0014,2025-05-20 09:28:43,116.04,mada,M04,dry_clean,POS PURCHASE 2214 AL MALAZ
TXN-20250520-0015,2025-05-20 09:33:19,36.02,mada,M07,standard,مؤسسة الإيجار العقارية
TXN-20250520-0016,2025-05-20 09:42:53,94.1,cash,M07,dry_clean,SPARE PARTS TRADING 902
TXN-20250520-0017,2025-05-20 09:44:28,25.45,credit,M06,standard,SADAD BILL PAYMENT 5521099
TXN-20250520-0018,2025-05-20 09:50:51,16.89,mada,M03,quick_wash,مؤسسة الإيجار العقارية
TXN-20250520-0019,2025-05-20 10:25:49,35.54,cash,M07,standard,شركة المنظفات الوطنية
TXN-20250520-0020,2025-05-20 10:27:27,31.44,cash,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0021,2025-05-20 10:32:14,80.67,cash,M06,dry_clean,GAZT ZATCA VAT PAYMENT
TXN-20250520-0022,2025-05-20 11:07:31,36.5,mada,M02,standard,شركة المنظفات الوطنية
TXN-20250520-0023,2025-05-20 11:48:27,38.79,mada,M06,standard,
TXN-20250520-0024,2025-05-20 11:49:46,59.81,cash,M05,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0025,2025-05-20 12:07:14,23.97,mada,M08,quick_wash,STC INVOICE 88120
TXN-20250520-0026,2025-05-20 12:14:14,28.97,cash,M04,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0027,2025-05-20 12:41:27,73.06,mada,M02,dry_clean,مؤسسة الإيجار العقارية
TXN-20250520-0028,2025-05-20 13:09:14,20.97,mada,M03,quick_wash,MADA PURCHASE HANGERS 55
TXN-20250520-0029,2025-05-20 13:10:11,39.57,mada,M06,standard,STC INVOICE 88120
TXN-20250520-0030,2025-05-20 13:13:42,93.74,mada,M05,dry_clean,شركة المنظفات الوطنية
TXN-20250520-0031,2025-05-20 13:31:22,37.4,mada,M05,standard,
TXN-20250520-0032,2025-05-20 13:50:01,29.14,mada,M06,standard,
TXN-20250520-0033,2025-05-20 14:22:26,15.77,cash,M06,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250520-0034,2025-05-20 14:35:53,24.8,cash,M05,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250520-0035,2025-05-20 14:39:20,43.76,mada,M06,heavy_duty,STC INVOICE 88120
TXN-20250520-0036,2025-05-20 14:39:22,17.4,cash,M05,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250520-0037,2025-05-20 14:58:34,39.12,mada,M04,standard,GAZT ZATCA VAT PAYMENT
TXN-20250520-0038,2025-05-20 15:01:34,15.51,credit,M06,quick_wash,
TXN-20250520-0039,2025-05-20 15:18:51,39.13,cash,M07,standard,STC INVOICE 88120
TXN-20250520-0040,2025-05-20 15:33:22,26.89,mada,M02,standard,PACKAGING SUPPLIES CO 118
TXN-20250520-0041,2025-05-20 15:44:46,88.45,cash,M05,dry_clean,شركة المنظفات الوطنية
TXN-20250520-0042,2025-05-20 16:04:51,35.73,mada,M01,standard,
TXN-20250520-0043,2025-05-20 16:22:01,37.54,mada,M03,standard,STC INVOICE 88120
TXN-20250520-0044,2025-05-20 16:22:37,16.29,mada,M07,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0045,2025-05-20 16:33:47,20.95,mada,M03,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0046,2025-05-20 16:39:37,59.6,mada,M03,heavy_duty,GAZT ZATCA VAT PAYMENT
TXN-20250520-0047,2025-05-20 16:48:06,39.25,mada,M04,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250520-0048,2025-05-20 17:31:50,66.55,mada,M05,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0049,2025-05-20 17:54:01,51.48,cash,M05,heavy_duty,MADA PURCHASE HANGERS 55
TXN-20250520-0050,2025-05-20 18:32:02,53.58,cash,M02,heavy_duty,SPARE PARTS TRADING 902
TXN-20250520-0051,2025-05-20 18:36:44,31.06,cash,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0052,2025-05-20 18:38:35,60.31,mada,M06,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0053,2025-05-20 18:40:35,32.86,mada,M06,standard,شركة المنظفات الوطنية
TXN-20250520-0054,2025-05-20 18:40:44,29.07,cash,M07,standard,NWC WATER AUTHORITY 6621
TXN-20250520-0055,2025-05-20 19:27:21,27.07,credit,M02,standard,GAZT ZATCA VAT PAYMENT
TXN-20250520-0056,2025-05-20 19:28:36,15.22,mada,M04,quick_wash,
TXN-20250520-0057,2025-05-20 19:39:10,59.93,cash,M03,heavy_duty,شركة المنظفات الوطنية
TXN-20250520-0058,2025-05-20 19:43:46,118.98,mada,M07,dry_clean,شركة المنظفات الوطنية
TXN-20250520-0059,2025-05-20 19:51:20,43.05,cash,M07,heavy_duty,شركة المنظفات الوطنية
TXN-20250520-0060,2025-05-20 19:53:24,20.07,mada,M01,quick_wash,SPARE PARTS TRADING 902
TXN-20250520-0061,2025-05-20 19:59:03,38.46,mada,M05,standard,NWC WATER AUTHORITY 6621
TXN-20250520-0062,2025-05-20 20:23:10,24.92,cash,M08,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250520-0063,2025-05-20 20:37:17,45.52,mada,M01,heavy_duty,NWC WATER AUTHORITY 6621
TXN-20250520-0064,2025-05-20 20:43:19,27.62,cash,M02,standard,SEC ELECTRICITY BILL 41220
TXN-20250520-0065,2025-05-20 20:48:41,61.84,credit,M05,heavy_duty,شركة المنظفات الوطنية
TXN-20250520-0066,2025-05-20 21:09:05,52.05,mada,M04,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250520-0067,2025-05-20 21:46:36,58.41,cash,M01,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250520-0068,2025-05-20 22:07:55,20.37,cash,M01,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250521-0001,2025-05-21 06:06:16,39.37,mada,M05,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250521-0002,2025-05-21 07:08:08,45.53,mada,M03,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250521-0003,2025-05-21 07:23:04,35.83,cash,M04,standard,GAZT ZATCA VAT PAYMENT
TXN-20250521-0004,2025-05-21 07:35:54,28.16,cash,M05,standard,مؤسسة الإيجار العقارية
TXN-20250521-0005,2025-05-21 07:39:57,54.73,mada,M07,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250521-0006,2025-05-21 08:14:13,22.49,mada,M06,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250521-0007,2025-05-21 08:27:41,32.61,mada,M03,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250521-0008,2025-05-21 08:41:37,62.57,credit,M07,heavy_duty,
TXN-20250521-0009,2025-05-21 08:45:51,39.94,mada,M07,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250521-0010,2025-05-21 08:58:56,21.5,mada,M06,quick_wash,مؤسسة الإيجار العقارية
TXN-20250521-0011,2025-05-21 09:05:09,52.5,mada,M04,heavy_duty,PACKAGING SUPPLIES CO 118
TXN-20250521-0012,2025-05-21 09:39:47,32.18,mada,M08,standard,
TXN-20250521-0013,2025-05-21 10:01:55,20.08,mada,M08,quick_wash,SPARE PARTS TRADING 902
TXN-20250521-0014,2025-05-21 10:55:59,15.18,mada,M03,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250521-0015,2025-05-21 11:28:22,31.34,mada,M05,standard,شركة المنظفات الوطنية
TXN-20250521-0016,2025-05-21 11:52:13,117.19,mada,M04,dry_clean,NWC WATER AUTHORITY 6621
TXN-20250521-0017,2025-05-21 12:26:45,38.15,mada,M06,standard,
TXN-20250521-0018,2025-05-21 12:51:29,59.62,cash,M07,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250521-0019,2025-05-21 13:00:15,35.05,credit,M05,standard,SADAD BILL PAYMENT 5521099
TXN-20250521-0020,2025-05-21 13:06:16,91.89,mada,M04,dry_clean,SADAD BILL PAYMENT 5521099
TXN-20250521-0021,2025-05-21 13:13:39,51.08,mada,M02,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250521-0022,2025-05-21 13:16:29,18.49,credit,M08,quick_wash,مؤسسة الإيجار العقارية
TXN-20250521-0023,2025-05-21 13:20:48,17.21,mada,M08,quick_wash,SPARE PARTS TRADING 902
TXN-20250521-0024,2025-05-21 13:42:57,23.03,credit,M04,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250521-0025,2025-05-21 14:08:43,18.84,cash,M01,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250521-0026,2025-05-21 14:46:12,18.51,cash,M07,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250521-0027,2025-05-21 15:04:16,15.24,mada,M07,quick_wash,GAZT ZATCA VAT PAYMENT
TXN-20250521-0028,2025-05-21 16:36:29,48.41,cash,M07,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250521-0029,2025-05-21 16:44:07,37.79,mada,M01,standard,شركة المنظفات الوطنية
TXN-20250521-0030,2025-05-21 17:17:44,47.04,mada,M05,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250521-0031,2025-05-21 17:20:30,24.75,mada,M04,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250521-0032,2025-05-21 17:47:55,33.16,cash,M02,standard,SEC ELECTRICITY BILL 41220
TXN-20250521-0033,2025-05-21 17:55:33,17.92,credit,M07,quick_wash,STC INVOICE 88120
TXN-20250521-0034,2025-05-21 18:29:38,35.08,credit,M04,standard,
TXN-20250521-0035,2025-05-21 18:52:08,17.8,credit,M05,quick_wash,POS PURCHASE 2214 AL MALAZ
TXN-20250521-0036,2025-05-21 19:08:44,21.56,cash,M02,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250521-0037,2025-05-21 19:09:04,107.03,mada,M05,dry_clean,SADAD BILL PAYMENT 5521099
TXN-20250521-0038,2025-05-21 19:12:57,18.43,mada,M02,quick_wash,GAZT ZATCA VAT PAYMENT
TXN-20250521-0039,2025-05-21 19:20:14,34.85,mada,M08,standard,
TXN-20250521-0040,2025-05-21 19:26:03,29.98,credit,M08,standard,شركة المنظفات الوطنية
TXN-20250521-0041,2025-05-21 19:42:40,23.04,credit,M07,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250521-0042,2025-05-21 19:54:06,26.79,mada,M01,standard,PACKAGING SUPPLIES CO 118
TXN-20250521-0043,2025-05-21 20:16:20,91.28,cash,M08,dry_clean,STC INVOICE 88120
TXN-20250521-0044,2025-05-21 20:22:32,34.22,mada,M04,standard,SADAD BILL PAYMENT 5521099
TXN-20250521-0045,2025-05-21 20:25:26,38.43,cash,M04,standard,SPARE PARTS TRADING 902
TXN-20250521-0046,2025-05-21 20:26:01,28.02,mada,M04,standard,شركة المنظفات الوطنية
TXN-20250521-0047,2025-05-21 20:33:54,29.37,credit,M08,standard,
TXN-20250521-0048,2025-05-21 20:40:53,53.99,mada,M02,dry_clean,شركة المنظفات الوطنية
TXN-20250521-0049,2025-05-21 21:02:06,41.25,mada,M03,heavy_duty,مؤسسة الإيجار العقارية
TXN-20250521-0050,2025-05-21 21:28:33,16.6,mada,M02,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250521-0051,2025-05-21 21:38:37,90.02,mada,M03,dry_clean,SEC ELECTRICITY BILL 41220
TXN-20250521-0052,2025-05-21 22:06:19,18.75,mada,M07,quick_wash,شركة المنظفات الوطنية
TXN-20250521-0053,2025-05-21 22:30:34,38.28,cash,M02,standard,
TXN-20250521-0054,2025-05-21 22:49:59,22.38,credit,M08,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250521-0055,2025-05-21 23:16:07,84.69,cash,M06,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250521-0056,2025-05-21 23:31:23,116.63,mada,M01,dry_clean,NWC WATER AUTHORITY 6621
TXN-20250521-0057,2025-05-21 23:46:12,16.47,mada,M01,quick_wash,
TXN-20250521-0058,2025-05-21 23:49:03,16.37,mada,M07,quick_wash,GAZT ZATCA VAT PAYMENT
TXN-20250522-0001,2025-05-22 00:08:31,23.93,cash,M04,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250522-0002,2025-05-22 07:37:17,16.56,mada,M02,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0003,2025-05-22 07:52:01,37.12,cash,M03,standard,SEC ELECTRICITY BILL 41220
TXN-20250522-0004,2025-05-22 07:59:58,27.82,mada,M04,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0005,2025-05-22 08:31:13,19.86,mada,M01,quick_wash,STC INVOICE 88120
TXN-20250522-0006,2025-05-22 08:32:01,30.31,cash,M07,standard,
TXN-20250522-0007,2025-05-22 08:34:30,32.37,mada,M08,standard,SEC ELECTRICITY BILL 41220
TXN-20250522-0008,2025-05-22 08:35:17,31.56,mada,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0009,2025-05-22 08:35:54,36.63,credit,M06,standard,شركة المنظفات الوطنية
TXN-20250522-0010,2025-05-22 08:47:47,34.49,mada,M08,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250522-0011,2025-05-22 08:51:29,85.73,mada,M04,dry_clean,شركة المنظفات الوطنية
TXN-20250522-0012,2025-05-22 08:54:06,39.05,mada,M04,standard,SADAD BILL PAYMENT 5521099
TXN-20250522-0013,2025-05-22 09:05:53,37.4,mada,M04,standard,STC INVOICE 88120
TXN-20250522-0014,2025-05-22 09:13:50,63.58,mada,M08,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250522-0015,2025-05-22 09:15:16,30.82,mada,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0016,2025-05-22 09:34:36,48.75,mada,M05,heavy_duty,
TXN-20250522-0017,2025-05-22 09:40:10,57.52,mada,M02,heavy_duty,PACKAGING SUPPLIES CO 118
TXN-20250522-0018,2025-05-22 09:53:04,39.23,mada,M05,standard,SADAD BILL PAYMENT 5521099
TXN-20250522-0019,2025-05-22 09:56:13,28.62,mada,M07,standard,NWC WATER AUTHORITY 6621
TXN-20250522-0020,2025-05-22 10:00:38,16.43,mada,M05,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0021,2025-05-22 10:11:17,63.87,cash,M04,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0022,2025-05-22 10:16:15,31.15,credit,M05,standard,SEC ELECTRICITY BILL 41220
TXN-20250522-0023,2025-05-22 10:21:25,58.16,mada,M05,heavy_duty,مؤسسة الإيجار العقارية
TXN-20250522-0024,2025-05-22 10:22:09,23.41,mada,M07,quick_wash,STC INVOICE 88120
TXN-20250522-0025,2025-05-22 10:22:33,18.56,mada,M01,quick_wash,مؤسسة الإيجار العقارية
TXN-20250522-0026,2025-05-22 10:28:41,15.06,cash,M06,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250522-0027,2025-05-22 10:39:26,25.94,credit,M03,standard,SADAD BILL PAYMENT 5521099
TXN-20250522-0028,2025-05-22 10:44:23,20.02,credit,M03,quick_wash,MADA PURCHASE HANGERS 55
TXN-20250522-0029,2025-05-22 10:51:00,39.74,cash,M03,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0030,2025-05-22 10:55:25,53.31,cash,M03,dry_clean,شركة المنظفات الوطنية
TXN-20250522-0031,2025-05-22 11:03:06,26.47,mada,M01,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0032,2025-05-22 11:05:15,16.24,mada,M05,quick_wash,
TXN-20250522-0033,2025-05-22 11:13:29,28.26,mada,M02,standard,NWC WATER AUTHORITY 6621
TXN-20250522-0034,2025-05-22 11:20:59,60.09,credit,M02,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250522-0035,2025-05-22 11:29:14,35.6,credit,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0036,2025-05-22 11:30:16,39.73,mada,M01,standard,مؤسسة الإيجار العقارية
TXN-20250522-0037,2025-05-22 11:32:44,26.28,cash,M02,standard,مؤسسة الإيجار العقارية
TXN-20250522-0038,2025-05-22 12:03:48,31.58,mada,M04,standard,NWC WATER AUTHORITY 6621
TXN-20250522-0039,2025-05-22 12:07:07,30.32,mada,M07,standard,
TXN-20250522-0040,2025-05-22 12:14:10,78.35,mada,M04,dry_clean,شركة المنظفات الوطنية
TXN-20250522-0041,2025-05-22 12:22:13,24.09,credit,M03,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0042,2025-05-22 12:23:38,23.92,mada,M03,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250522-0043,2025-05-22 12:28:24,46.18,cash,M01,heavy_duty,STC INVOICE 88120
TXN-20250522-0044,2025-05-22 12:31:04,20.23,mada,M03,quick_wash,
TXN-20250522-0045,2025-05-22 12:46:56,39.67,cash,M03,standard,PACKAGING SUPPLIES CO 118
TXN-20250522-0046,2025-05-22 12:53:54,18.79,cash,M04,quick_wash,مؤسسة الإيجار العقارية
TXN-20250522-0047,2025-05-22 12:59:33,31.95,mada,M03,standard,SADAD BILL PAYMENT 5521099
TXN-20250522-0048,2025-05-22 13:19:41,43.38,mada,M03,heavy_duty,مؤسسة الإيجار العقارية
TXN-20250522-0049,2025-05-22 13:20:57,104.1,credit,M08,dry_clean,PACKAGING SUPPLIES CO 118
TXN-20250522-0050,2025-05-22 13:23:43,62.69,cash,M07,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0051,2025-05-22 13:31:27,38.54,mada,M03,standard,شركة المنظفات الوطنية
TXN-20250522-0052,2025-05-22 13:44:47,29.02,mada,M04,standard,شركة المنظفات الوطنية
TXN-20250522-0053,2025-05-22 13:47:22,29.83,cash,M07,standard,
TXN-20250522-0054,2025-05-22 13:51:11,27.53,mada,M04,standard,PACKAGING SUPPLIES CO 118
TXN-20250522-0055,2025-05-22 13:52:30,17.44,mada,M04,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250522-0056,2025-05-22 13:56:20,20.34,cash,M07,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250522-0057,2025-05-22 13:59:44,30.09,credit,M04,standard,SEC ELECTRICITY BILL 41220
TXN-20250522-0058,2025-05-22 14:01:01,79.72,mada,M08,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0059,2025-05-22 14:24:08,36.39,mada,M07,standard,شركة المنظفات الوطنية
TXN-20250522-0060,2025-05-22 14:27:42,15.06,mada,M03,quick_wash,SPARE PARTS TRADING 902
TXN-20250522-0061,2025-05-22 14:34:53,31.65,mada,M06,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250522-0062,2025-05-22 15:17:13,60.95,mada,M03,heavy_duty,
TXN-20250522-0063,2025-05-22 15:27:00,36.08,credit,M03,standard,شركة المنظفات الوطنية
TXN-20250522-0064,2025-05-22 15:34:48,36.36,mada,M02,standard,
TXN-20250522-0065,2025-05-22 15:52:57,16.36,mada,M08,quick_wash,
TXN-20250522-0066,2025-05-22 15:55:18,62.4,mada,M06,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250522-0067,2025-05-22 16:21:54,28.63,mada,M07,standard,شركة المنظفات الوطنية
TXN-20250522-0068,2025-05-22 16:37:04,110.47,mada,M08,dry_clean,PACKAGING SUPPLIES CO 118
TXN-20250522-0069,2025-05-22 16:46:10,27.24,mada,M01,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250522-0070,2025-05-22 16:56:45,21.66,mada,M06,quick_wash,SPARE PARTS TRADING 902
TXN-20250522-0071,2025-05-22 17:16:21,49.64,mada,M02,heavy_duty,NWC WATER AUTHORITY 6621
TXN-20250522-0072,2025-05-22 17:22:30,45.41,cash,M06,heavy_duty,STC INVOICE 88120
TXN-20250522-0073,2025-05-22 17:54:48,17.02,cash,M02,quick_wash,
TXN-20250522-0074,2025-05-22 18:01:15,20.06,cash,M01,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250522-0075,2025-05-22 18:01:52,27.94,mada,M04,standard,PACKAGING SUPPLIES CO 118
TXN-20250522-0076,2025-05-22 18:04:21,36.1,cash,M03,standard,PACKAGING SUPPLIES CO 118
