transaction_id,timestamp,amount_sar,payment_method,basket_size,category,counterparty_raw
MINI-20250501-0294,2025-05-01 21:49:54,445.28,cash,large_basket,household,COCA COLA BOTTLING RIYADH 771
MINI-20250501-0295,2025-05-01 21:55:26,39.85,mada,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250501-0296,2025-05-01 22:02:43,33.61,cash,small_basket,snacks,
MINI-20250501-0297,2025-05-01 22:15:39,33.72,mada,small_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250501-0298,2025-05-01 22:24:04,39.51,cash,small_basket,household,NADEC FOODS SUPPLY 2214
MINI-20250501-0299,2025-05-01 22:38:16,49.49,credit,medium_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250501-0300,2025-05-01 22:43:48,37.61,mada,small_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250501-0301,2025-05-01 22:44:59,13.54,mada,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250501-0302,2025-05-01 22:55:55,38.03,cash,small_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250501-0303,2025-05-01 22:59:38,33.54,cash,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250501-0304,2025-05-01 23:08:58,166.31,mada,medium_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250501-0305,2025-05-01 23:09:35,32.09,mada,small_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250501-0306,2025-05-01 23:32:12,392.82,cash,large_basket,household,CLEANING SUPPLIES CO 902
MINI-20250501-0307,2025-05-01 23:40:45,29.67,mada,small_basket,beverages,COCA COLA BOTTLING RIYADH 771
MINI-20250501-0308,2025-05-01 23:48:40,43.59,mada,small_basket,beverages,CLEANING SUPPLIES CO 902
MINI-20250501-0309,2025-05-01 23:50:16,435.77,cash,large_basket,household,
MINI-20250502-0001,2025-05-02 00:26:38,16.4,mada,small_basket,personal_care,مؤسسة العقار للإيجار
MINI-20250502-0002,2025-05-02 00:38:52,96.36,mada,medium_basket,personal_care,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0003,2025-05-02 00:45:11,37.89,cash,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250502-0004,2025-05-02 00:53:32,46.51,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0005,2025-05-02 01:17:33,334.12,mada,large_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250502-0006,2025-05-02 02:06:27,38.41,cash,small_basket,beverages,CLEANING SUPPLIES CO 902
MINI-20250502-0007,2025-05-02 02:33:44,108.99,cash,medium_basket,groceries,
MINI-20250502-0008,2025-05-02 04:33:36,438.46,cash,large_basket,household,
MINI-20250502-0009,2025-05-02 05:08:18,103.42,mada,medium_basket,groceries,
MINI-20250502-0010,2025-05-02 05:16:40,108.07,mada,medium_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250502-0011,2025-05-02 05:39:28,365.88,mada,large_basket,household,GAZT ZATCA VAT PAYMENT
MINI-20250502-0012,2025-05-02 05:45:56,29.8,cash,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250502-0013,2025-05-02 05:47:30,120.23,cash,medium_basket,snacks,ALMARAI DISTRIBUTION 8832
MINI-20250502-0014,2025-05-02 06:18:26,85.96,mada,medium_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0015,2025-05-02 07:02:17,310.46,credit,large_basket,household,
MINI-20250502-0016,2025-05-02 07:04:15,166.35,cash,medium_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0017,2025-05-02 07:07:11,30.15,mada,small_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250502-0018,2025-05-02 07:16:16,43.65,mada,small_basket,beverages,مؤسسة العقار للإيجار
MINI-20250502-0019,2025-05-02 07:17:44,22.19,cash,small_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0020,2025-05-02 07:20:14,38.73,cash,small_basket,household,STC INVOICE 66120
MINI-20250502-0021,2025-05-02 07:20:45,398.56,cash,large_basket,groceries,مؤسسة العقار للإيجار
MINI-20250502-0022,2025-05-02 07:20:58,53.06,cash,medium_basket,beverages,
MINI-20250502-0023,2025-05-02 07:22:13,83.12,cash,medium_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0024,2025-05-02 07:26:15,33.07,credit,small_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250502-0025,2025-05-02 07:28:57,24.54,mada,small_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250502-0026,2025-05-02 07:33:46,157.16,cash,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0027,2025-05-02 07:42:11,28.67,credit,small_basket,groceries,POS PURCHASE 8891 AL NASEEM
MINI-20250502-0028,2025-05-02 07:45:16,112.42,mada,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0029,2025-05-02 07:49:22,13.57,mada,small_basket,household,NADEC FOODS SUPPLY 2214
MINI-20250502-0030,2025-05-02 07:55:07,36.88,cash,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250502-0031,2025-05-02 07:55:23,443.94,mada,large_basket,groceries,مؤسسة العقار للإيجار
MINI-20250502-0032,2025-05-02 07:59:56,204.41,mada,large_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0033,2025-05-02 08:01:27,23.37,credit,small_basket,snacks,SADAD BILL PAYMENT 33120
MINI-20250502-0034,2025-05-02 08:03:25,42.94,cash,small_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250502-0035,2025-05-02 08:05:24,10.41,mada,small_basket,snacks,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0036,2025-05-02 08:09:54,31.87,cash,small_basket,snacks,SADAD BILL PAYMENT 33120
MINI-20250502-0037,2025-05-02 08:10:21,439.63,cash,large_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0038,2025-05-02 08:12:04,19.41,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0039,2025-05-02 08:13:20,27.83,mada,small_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250502-0040,2025-05-02 08:14:52,14.44,cash,small_basket,snacks,ALMARAI DISTRIBUTION 8832
MINI-20250502-0041,2025-05-02 08:21:00,41.96,mada,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0042,2025-05-02 08:25:49,16.52,cash,small_basket,beverages,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0043,2025-05-02 08:25:52,89.31,mada,medium_basket,beverages,CLEANING SUPPLIES CO 902
MINI-20250502-0044,2025-05-02 08:28:40,22.73,mada,small_basket,personal_care,
MINI-20250502-0045,2025-05-02 08:29:05,12.87,mada,small_basket,household,شركة أغذية الطازج للتوزيع
MINI-20250502-0046,2025-05-02 08:33:49,363.38,mada,large_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250502-0047,2025-05-02 08:38:28,122.23,mada,medium_basket,household,مؤسسة العقار للإيجار
MINI-20250502-0048,2025-05-02 08:44:46,36.04,mada,small_basket,snacks,POS PURCHASE 8891 AL NASEEM
MINI-20250502-0049,2025-05-02 08:48:57,10.57,credit,small_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250502-0050,2025-05-02 08:49:03,92.97,mada,medium_basket,beverages,STC INVOICE 66120
MINI-20250502-0051,2025-05-02 08:51:14,20.74,credit,small_basket,groceries,CLEANING SUPPLIES CO 902
MINI-20250502-0052,2025-05-02 08:52:56,41.48,cash,small_basket,snacks,ALMARAI DISTRIBUTION 8832
MINI-20250502-0053,2025-05-02 08:55:20,49.27,mada,medium_basket,snacks,GAZT ZATCA VAT PAYMENT
MINI-20250502-0054,2025-05-02 08:56:44,328.4,mada,large_basket,household,
MINI-20250502-0055,2025-05-02 08:59:58,306.19,cash,large_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250502-0056,2025-05-02 09:00:07,63.23,mada,medium_basket,beverages,SADAD BILL PAYMENT 33120
MINI-20250502-0057,2025-05-02 09:00:19,76.44,mada,medium_basket,household,
MINI-20250502-0058,2025-05-02 09:02:55,155.92,mada,medium_basket,household,NADEC FOODS SUPPLY 2214
MINI-20250502-0059,2025-05-02 09:13:08,17.18,cash,small_basket,personal_care,SADAD BILL PAYMENT 33120
MINI-20250502-0060,2025-05-02 09:16:51,15.25,cash,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0061,2025-05-02 09:18:18,29.85,mada,small_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0062,2025-05-02 09:22:02,63.63,cash,medium_basket,household,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0063,2025-05-02 09:24:34,113.09,mada,medium_basket,groceries,
MINI-20250502-0064,2025-05-02 09:37:46,26.85,mada,small_basket,personal_care,SADAD BILL PAYMENT 33120
MINI-20250502-0065,2025-05-02 09:47:02,42.49,mada,small_basket,beverages,
MINI-20250502-0066,2025-05-02 09:52:14,148.77,cash,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0067,2025-05-02 09:53:22,45.13,mada,medium_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0068,2025-05-02 09:54:55,17.74,cash,small_basket,snacks,GAZT ZATCA VAT PAYMENT
MINI-20250502-0069,2025-05-02 10:01:33,61.75,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0070,2025-05-02 10:02:37,38.35,mada,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0071,2025-05-02 10:03:11,323.38,credit,large_basket,groceries,
MINI-20250502-0072,2025-05-02 10:08:58,62.69,mada,medium_basket,groceries,
MINI-20250502-0073,2025-05-02 10:12:04,13.93,mada,small_basket,snacks,CLEANING SUPPLIES CO 902
MINI-20250502-0074,2025-05-02 10:15:56,43.18,mada,small_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250502-0075,2025-05-02 10:16:37,8.2,mada,small_basket,household,SADAD BILL PAYMENT 33120
MINI-20250502-0076,2025-05-02 10:21:46,124.03,mada,medium_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0077,2025-05-02 10:25:16,122.38,mada,medium_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0078,2025-05-02 10:31:53,71.39,cash,medium_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0079,2025-05-02 10:32:32,36.85,mada,small_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0080,2025-05-02 10:39:24,72.88,credit,medium_basket,household,SEC ELECTRICITY BILL 22190
MINI-20250502-0081,2025-05-02 10:42:35,26.67,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0082,2025-05-02 10:42:43,106.27,cash,medium_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250502-0083,2025-05-02 10:47:29,10.06,cash,small_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0084,2025-05-02 10:50:08,307.59,cash,large_basket,groceries,STC INVOICE 66120
MINI-20250502-0085,2025-05-02 10:56:28,433.37,credit,large_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250502-0086,2025-05-02 11:02:41,53.43,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0087,2025-05-02 11:09:17,88.41,mada,medium_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0088,2025-05-02 11:13:07,36.54,cash,small_basket,groceries,
MINI-20250502-0089,2025-05-02 11:36:49,16.05,mada,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0090,2025-05-02 11:39:37,9.56,credit,small_basket,snacks,SEC ELECTRICITY BILL 22190
MINI-20250502-0091,2025-05-02 11:43:22,142.34,mada,medium_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0092,2025-05-02 11:47:20,26.51,cash,small_basket,snacks,POS PURCHASE 8891 AL NASEEM
MINI-20250502-0093,2025-05-02 11:53:18,65.65,cash,medium_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0094,2025-05-02 11:56:08,20.6,cash,small_basket,snacks,POS PURCHASE 8891 AL NASEEM
MINI-20250502-0095,2025-05-02 12:05:17,110.0,credit,medium_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250502-0096,2025-05-02 12:07:19,25.05,cash,small_basket,groceries,
MINI-20250502-0097,2025-05-02 12:09:33,17.29,cash,small_basket,groceries,
MINI-20250502-0098,2025-05-02 12:13:28,64.84,cash,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0099,2025-05-02 12:15:31,110.95,mada,medium_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250502-0100,2025-05-02 12:22:16,297.92,mada,large_basket,beverages,SADAD BILL PAYMENT 33120
MINI-20250502-0101,2025-05-02 12:23:31,124.26,mada,medium_basket,personal_care,NADEC FOODS SUPPLY 2214
MINI-20250502-0102,2025-05-02 12:24:10,13.64,mada,small_basket,beverages,STC INVOICE 66120
MINI-20250502-0103,2025-05-02 12:27:53,38.88,cash,small_basket,household,NADEC FOODS SUPPLY 2214
MINI-20250502-0104,2025-05-02 12:31:23,46.77,mada,medium_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0105,2025-05-02 12:32:14,42.78,cash,small_basket,groceries,GAZT ZATCA VAT PAYMENT
MINI-20250502-0106,2025-05-02 12:34:01,40.65,mada,small_basket,beverages,مؤسسة العقار للإيجار
MINI-20250502-0107,2025-05-02 12:35:23,148.51,mada,medium_basket,beverages,CLEANING SUPPLIES CO 902
MINI-20250502-0108,2025-05-02 12:39:08,39.01,mada,small_basket,personal_care,SADAD BILL PAYMENT 33120
MINI-20250502-0109,2025-05-02 12:45:01,126.01,cash,medium_basket,beverages,SADAD BILL PAYMENT 33120
MINI-20250502-0110,2025-05-02 12:45:07,69.02,mada,medium_basket,snacks,SADAD BILL PAYMENT 33120
MINI-20250502-0111,2025-05-02 12:49:11,22.39,cash,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0112,2025-05-02 12:50:26,172.56,credit,medium_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250502-0113,2025-05-02 12:53:38,103.66,cash,medium_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0114,2025-05-02 12:54:09,10.08,cash,small_basket,groceries,SADAD BILL PAYMENT 33120
MINI-20250502-0115,2025-05-02 12:55:23,154.93,cash,medium_basket,groceries,SADAD BILL PAYMENT 33120
MINI-20250502-0116,2025-05-02 13:04:08,93.48,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0117,2025-05-02 13:08:45,20.66,mada,small_basket,groceries,
MINI-20250502-0118,2025-05-02 13:10:55,23.35,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0119,2025-05-02 13:16:24,41.73,credit,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0120,2025-05-02 13:31:05,165.83,cash,medium_basket,beverages,SADAD BILL PAYMENT 33120
MINI-20250502-0121,2025-05-02 13:31:31,20.02,mada,small_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0122,2025-05-02 13:33:37,14.93,cash,small_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250502-0123,2025-05-02 13:34:31,46.64,cash,medium_basket,snacks,SEC ELECTRICITY BILL 22190
MINI-20250502-0124,2025-05-02 13:42:09,130.72,cash,medium_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250502-0125,2025-05-02 13:43:12,31.37,mada,small_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0126,2025-05-02 13:45:29,92.82,mada,medium_basket,personal_care,STC INVOICE 66120
MINI-20250502-0127,2025-05-02 13:51:16,132.44,credit,medium_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0128,2025-05-02 13:54:50,79.81,cash,medium_basket,beverages,
MINI-20250502-0129,2025-05-02 13:56:36,63.89,cash,medium_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250502-0130,2025-05-02 13:58:43,14.64,cash,small_basket,household,SADAD BILL PAYMENT 33120
MINI-20250502-0131,2025-05-02 14:02:35,15.98,mada,small_basket,snacks,SADAD BILL PAYMENT 33120
MINI-20250502-0132,2025-05-02 14:03:02,69.43,cash,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0133,2025-05-02 14:04:50,63.15,cash,medium_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0134,2025-05-02 14:06:28,49.15,cash,medium_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250502-0135,2025-05-02 14:13:27,179.25,credit,medium_basket,groceries,مؤسسة العقار للإيجار
MINI-20250502-0136,2025-05-02 14:14:39,170.28,mada,medium_basket,snacks,
MINI-20250502-0137,2025-05-02 14:17:52,352.86,credit,large_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250502-0138,2025-05-02 14:22:10,87.19,cash,medium_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0139,2025-05-02 14:27:56,112.68,cash,medium_basket,snacks,STC INVOICE 66120
MINI-20250502-0140,2025-05-02 14:28:18,91.29,cash,medium_basket,personal_care,SEC ELECTRICITY BILL 22190
MINI-20250502-0141,2025-05-02 14:28:26,97.6,cash,medium_basket,beverages,مؤسسة العقار للإيجار
MINI-20250502-0142,2025-05-02 14:28:39,36.75,cash,small_basket,groceries,GAZT ZATCA VAT PAYMENT
MINI-20250502-0143,2025-05-02 14:35:05,125.52,cash,medium_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0144,2025-05-02 14:37:23,282.94,cash,large_basket,beverages,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0145,2025-05-02 14:46:34,134.37,cash,medium_basket,snacks,SADAD BILL PAYMENT 33120
MINI-20250502-0146,2025-05-02 14:52:47,144.24,mada,medium_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0147,2025-05-02 14:58:04,84.94,cash,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0148,2025-05-02 14:58:13,9.23,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0149,2025-05-02 15:03:36,104.59,mada,medium_basket,beverages,CLEANING SUPPLIES CO 902
MINI-20250502-0150,2025-05-02 15:04:36,18.11,mada,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0151,2025-05-02 15:07:13,146.71,mada,medium_basket,beverages,STC INVOICE 66120
MINI-20250502-0152,2025-05-02 15:10:34,112.75,mada,medium_basket,beverages,
MINI-20250502-0153,2025-05-02 15:15:58,124.1,mada,medium_basket,snacks,GAZT ZATCA VAT PAYMENT
MINI-20250502-0154,2025-05-02 15:17:15,44.55,cash,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250502-0155,2025-05-02 15:18:52,242.5,mada,large_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0156,2025-05-02 15:19:12,9.77,mada,small_basket,groceries,SADAD BILL PAYMENT 33120
MINI-20250502-0157,2025-05-02 15:21:57,294.34,credit,large_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250502-0158,2025-05-02 15:23:28,142.16,mada,medium_basket,groceries,مؤسسة العقار للإيجار
MINI-20250502-0159,2025-05-02 15:24:52,123.58,mada,medium_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0160,2025-05-02 15:33:57,437.08,cash,large_basket,beverages,STC INVOICE 66120
MINI-20250502-0161,2025-05-02 15:37:02,11.89,mada,small_basket,snacks,SEC ELECTRICITY BILL 22190
MINI-20250502-0162,2025-05-02 15:51:48,138.51,mada,medium_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0163,2025-05-02 15:53:51,230.56,mada,large_basket,personal_care,NADEC FOODS SUPPLY 2214
MINI-20250502-0164,2025-05-02 15:54:04,137.66,mada,medium_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250502-0165,2025-05-02 15:55:07,88.33,cash,medium_basket,personal_care,STC INVOICE 66120
MINI-20250502-0166,2025-05-02 15:56:17,14.5,mada,small_basket,beverages,
MINI-20250502-0167,2025-05-02 15:58:39,18.24,mada,small_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250502-0168,2025-05-02 15:59:00,87.08,cash,medium_basket,personal_care,SEC ELECTRICITY BILL 22190
MINI-20250502-0169,2025-05-02 15:59:42,14.87,cash,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0170,2025-05-02 16:01:24,59.96,mada,medium_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0171,2025-05-02 16:02:37,98.58,cash,medium_basket,snacks,شركة أغذية الطازج للتوزيع
MINI-20250502-0172,2025-05-02 16:04:54,24.2,mada,small_basket,household,مؤسسة العقار للإيجار
MINI-20250502-0173,2025-05-02 16:09:33,42.58,cash,small_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250502-0174,2025-05-02 16:09:54,38.51,mada,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0175,2025-05-02 16:10:37,54.4,cash,medium_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0176,2025-05-02 16:12:35,11.66,mada,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0177,2025-05-02 16:13:10,363.98,mada,large_basket,snacks,CLEANING SUPPLIES CO 902
MINI-20250502-0178,2025-05-02 16:13:38,38.57,mada,small_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250502-0179,2025-05-02 16:13:51,11.79,mada,small_basket,household,STC INVOICE 66120
MINI-20250502-0180,2025-05-02 16:16:12,28.85,mada,small_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250502-0181,2025-05-02 16:17:06,122.44,mada,medium_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250502-0182,2025-05-02 16:20:09,12.89,credit,small_basket,snacks,STC INVOICE 66120
MINI-20250502-0183,2025-05-02 16:25:14,124.85,mada,medium_basket,snacks,ALMARAI DISTRIBUTION 8832
MINI-20250502-0184,2025-05-02 16:27:26,170.23,mada,medium_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0185,2025-05-02 16:35:26,313.23,cash,large_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0186,2025-05-02 16:36:09,39.12,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250502-0187,2025-05-02 16:38:02,134.14,cash,medium_basket,groceries,SADAD BILL PAYMENT 33120
MINI-20250502-0188,2025-05-02 16:40:20,50.62,mada,medium_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0189,2025-05-02 16:42:10,63.79,credit,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0190,2025-05-02 16:55:16,15.28,mada,small_basket,snacks,
MINI-20250502-0191,2025-05-02 16:58:49,20.22,mada,small_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250502-0192,2025-05-02 17:00:35,312.01,cash,large_basket,household,شركة أغذية الطازج للتوزيع
MINI-20250502-0193,2025-05-02 17:00:38,18.34,mada,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0194,2025-05-02 17:09:36,157.15,mada,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0195,2025-05-02 17:11:24,179.26,credit,medium_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0196,2025-05-02 17:11:59,433.71,mada,large_basket,household,شركة أغذية الطازج للتوزيع
MINI-20250502-0197,2025-05-02 17:12:33,136.34,credit,medium_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250502-0198,2025-05-02 17:12:55,25.75,mada,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0199,2025-05-02 17:15:52,32.83,cash,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250502-0200,2025-05-02 17:17:31,81.18,mada,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0201,2025-05-02 17:18:11,142.41,cash,medium_basket,snacks,GAZT ZATCA VAT PAYMENT
MINI-20250502-0202,2025-05-02 17:20:42,41.72,cash,small_basket,snacks,
MINI-20250502-0203,2025-05-02 17:25:28,15.04,credit,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0204,2025-05-02 17:47:49,37.31,cash,small_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0205,2025-05-02 17:50:50,32.62,cash,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0206,2025-05-02 17:53:30,54.41,mada,medium_basket,household,CLEANING SUPPLIES CO 902
MINI-20250502-0207,2025-05-02 17:54:37,299.35,mada,large_basket,household,GAZT ZATCA VAT PAYMENT
MINI-20250502-0208,2025-05-02 18:01:57,176.4,mada,medium_basket,personal_care,مؤسسة العقار للإيجار
MINI-20250502-0209,2025-05-02 18:02:23,41.74,cash,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0210,2025-05-02 18:04:07,33.31,mada,small_basket,personal_care,SEC ELECTRICITY BILL 22190
MINI-20250502-0211,2025-05-02 18:06:14,146.02,mada,medium_basket,beverages,
MINI-20250502-0212,2025-05-02 18:07:03,37.04,mada,small_basket,snacks,مؤسسة العقار للإيجار
MINI-20250502-0213,2025-05-02 18:08:40,44.49,mada,small_basket,beverages,STC INVOICE 66120
MINI-20250502-0214,2025-05-02 18:09:52,104.74,cash,medium_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250502-0215,2025-05-02 18:16:46,43.07,mada,small_basket,household,
MINI-20250502-0216,2025-05-02 18:20:24,30.18,cash,small_basket,beverages,SEC ELECTRICITY BILL 22190
MINI-20250502-0217,2025-05-02 18:21:55,20.33,cash,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0218,2025-05-02 18:24:45,164.9,mada,medium_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250502-0219,2025-05-02 18:28:40,18.02,mada,small_basket,groceries,SADAD BILL PAYMENT 33120
MINI-20250502-0220,2025-05-02 18:33:20,24.47,mada,small_basket,personal_care,NADEC FOODS SUPPLY 2214
MINI-20250502-0221,2025-05-02 18:36:06,36.24,mada,small_basket,snacks,SEC ELECTRICITY BILL 22190
MINI-20250502-0222,2025-05-02 18:36:09,28.37,mada,small_basket,beverages,مؤسسة العقار للإيجار
MINI-20250502-0223,2025-05-02 18:38:44,21.8,cash,small_basket,household,شركة أغذية الطازج للتوزيع
MINI-20250502-0224,2025-05-02 18:42:36,39.61,mada,small_basket,household,مؤسسة العقار للإيجار
MINI-20250502-0225,2025-05-02 18:43:15,95.56,mada,medium_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250502-0226,2025-05-02 18:45:18,77.13,credit,medium_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250502-0227,2025-05-02 18:46:27,16.49,mada,small_basket,snacks,STC INVOICE 66120
MINI-20250502-0228,2025-05-02 18:48:32,15.92,mada,small_basket,groceries,
MINI-20250502-0229,2025-05-02 18:53:03,166.48,cash,medium_basket,snacks,
MINI-20250502-0230,2025-05-02 18:53:38,9.09,mada,small_basket,household,GAZT ZATCA VAT PAYMENT
MINI-20250502-0231,2025-05-02 18:56:12,18.23,mada,small_basket,groceries,POS PURCHASE 8891 AL NASEEM
MINI-20250502-0232,2025-05-02 18:56:15,113.54,mada,medium_basket,snacks,شركة أغذية الطازج للتوزيع
