transaction_id,timestamp,amount_sar,payment_method,machine_id,cycle_type
TXN-20250612-0007,2025-06-12 08:16:27,17.85,mada,M05,quick_wash
TXN-20250612-0008,2025-06-12 08:18:45,45.81,mada,M08,heavy_duty
TXN-20250612-0009,2025-06-12 08:19:49,57.56,mada,M03,dry_clean
TXN-20250612-0010,2025-06-12 08:35:21,22.72,cash,M08,quick_wash
TXN-20250612-0011,2025-06-12 08:42:26,20.86,mada,M06,quick_wash
TXN-20250612-0012,2025-06-12 08:45:13,17.96,credit,M02,quick_wash
TXN-20250612-0013,2025-06-12 09:05:11,35.34,mada,M06,standard
TXN-20250612-0014,2025-06-12 09:10:38,27.31,credit,M08,standard
TXN-20250612-0015,2025-06-12 09:19:43,35.95,mada,M03,standard
TXN-20250612-0016,2025-06-12 09:26:01,119.76,cash,M06,dry_clean
TXN-20250612-0017,2025-06-12 09:28:53,30.38,credit,M06,standard
TXN-20250612-0018,2025-06-12 09:33:47,63.1,credit,M05,heavy_duty
TXN-20250612-0019,2025-06-12 09:58:13,48.28,cash,M03,heavy_duty
TXN-20250612-0020,2025-06-12 10:02:22,97.33,mada,M04,dry_clean
TXN-20250612-0021,2025-06-12 10:11:21,67.56,mada,M04,dry_clean
TXN-20250612-0022,2025-06-12 10:13:01,30.18,cash,M05,standard
TXN-20250612-0023,2025-06-12 10:24:07,32.59,mada,M06,standard
TXN-20250612-0024,2025-06-12 10:32:52,26.6,mada,M04,standard
TXN-20250612-0025,2025-06-12 10:40:15,26.73,credit,M03,standard
TXN-20250612-0026,2025-06-12 10:59:01,21.14,cash,M06,quick_wash
TXN-20250612-0027,2025-06-12 11:19:34,25.92,cash,M02,standard
TXN-20250612-0028,2025-06-12 11:22:39,43.38,mada,M02,heavy_duty
TXN-20250612-0029,2025-06-12 11:23:53,34.03,mada,M06,standard
TXN-20250612-0030,2025-06-12 11:39:50,47.43,mada,M04,heavy_duty
TXN-20250612-0031,2025-06-12 12:08:09,22.34,mada,M02,quick_wash
TXN-20250612-0032,2025-06-12 12:20:09,15.42,mada,M05,quick_wash
TXN-20250612-0033,2025-06-12 12:23:13,30.18,cash,M02,standard
TXN-20250612-0034,2025-06-12 12:33:31,35.18,mada,M01,standard
TXN-20250612-0035,2025-06-12 13:03:20,29.44,mada,M07,standard
TXN-20250612-0036,2025-06-12 13:25:24,49.29,cash,M07,heavy_duty
TXN-20250612-0037,2025-06-12 13:30:56,102.86,mada,M04,dry_clean
TXN-20250612-0038,2025-06-12 13:31:44,18.15,cash,M04,quick_wash
TXN-20250612-0039,2025-06-12 13:58:04,59.59,mada,M07,heavy_duty
TXN-20250612-0040,2025-06-12 13:59:26,29.85,credit,M02,standard
TXN-20250612-0041,2025-06-12 15:13:38,22.22,mada,M06,quick_wash
TXN-20250612-0042,2025-06-12 15:45:31,31.34,credit,M06,standard
TXN-20250612-0043,2025-06-12 16:24:30,32.22,cash,M06,standard
TXN-20250612-0044,2025-06-12 16:28:05,30.13,credit,M04,standard
TXN-20250612-0045,2025-06-12 16:35:19,47.01,mada,M07,heavy_duty
TXN-20250612-0046,2025-06-12 16:44:04,25.36,mada,M02,standard
TXN-20250612-0047,2025-06-12 17:19:38,38.54,mada,M05,standard
TXN-20250612-0048,2025-06-12 17:46:53,108.48,mada,M03,dry_clean
TXN-20250612-0049,2025-06-12 17:58:15,54.7,mada,M05,heavy_duty
TXN-20250612-0050,2025-06-12 18:01:11,17.18,credit,M02,quick_wash
TXN-20250612-0051,2025-06-12 18:04:08,54.96,mada,M08,heavy_duty
TXN-20250612-0052,2025-06-12 18:21:01,44.12,mada,M03,heavy_duty
TXN-20250612-0053,2025-06-12 18:22:31,33.57,mada,M08,standard
TXN-20250612-0054,2025-06-12 18:27:19,59.69,mada,M03,heavy_duty
TXN-20250612-0055,2025-06-12 18:28:14,21.67,mada,M05,quick_wash
TXN-20250612-0056,2025-06-12 18:31:39,16.43,cash,M05,quick_wash
TXN-20250612-0057,2025-06-12 18:31:56,25.77,mada,M05,standard
TXN-20250612-0058,2025-06-12 18:32:44,111.85,mada,M02,dry_clean
TXN-20250612-0059,2025-06-12 18:33:57,20.06,mada,M05,quick_wash
TXN-20250612-0060,2025-06-12 18:44:22,32.81,credit,M01,standard
TXN-20250612-0061,2025-06-12 19:14:42,39.4,mada,M07,standard
TXN-20250612-0062,2025-06-12 19:14:43,60.56,credit,M01,heavy_duty
TXN-20250612-0063,2025-06-12 19:21:56,25.68,credit,M06,standard
TXN-20250612-0064,2025-06-12 19:23:10,31.77,credit,M01,standard
TXN-20250612-0065,2025-06-12 19:24:31,16.23,mada,M01,quick_wash
TXN-20250612-0066,2025-06-12 19:36:17,15.59,cash,M05,quick_wash
TXN-20250612-0067,2025-06-12 19:54:00,59.98,mada,M06,dry_clean
TXN-20250612-0068,2025-06-12 20:11:36,21.72,mada,M04,quick_wash
TXN-20250612-0069,2025-06-12 20:12:58,31.16,mada,M08,standard
TXN-20250612-0070,2025-06-12 20:13:06,33.69,mada,M01,standard
TXN-20250612-0071,2025-06-12 20:15:44,24.57,mada,M08,quick_wash
TXN-20250612-0072,2025-06-12 20:17:37,58.03,mada,M05,dry_clean
TXN-20250612-0073,2025-06-12 20:30:13,16.79,cash,M02,quick_wash
TXN-20250612-0074,2025-06-12 20:30:34,26.69,mada,M04,standard
TXN-20250612-0075,2025-06-12 20:38:23,17.81,mada,M03,quick_wash
TXN-20250612-0076,2025-06-12 20:53:46,48.12,cash,M06,heavy_duty
TXN-20250612-0077,2025-06-12 21:00:50,45.62,mada,M03,heavy_duty
TXN-20250612-0078,2025-06-12 21:04:44,55.31,mada,M03,heavy_duty
TXN-20250612-0079,2025-06-12 21:15:16,35.96,mada,M03,standard
TXN-20250612-0080,2025-06-12 21:59:35,32.83,mada,M06,standard
TXN-20250612-0081,2025-06-12 22:35:55,21.92,mada,M03,quick_wash
TXN-20250612-0082,2025-06-12 22:53:22,35.14,cash,M04,standard
TXN-20250612-0083,2025-06-12 23:13:15,59.47,cash,M04,dry_clean
TXN-20250612-0084,2025-06-12 23:26:51,50.78,cash,M06,dry_clean
TXN-20250612-0085,2025-06-12 23:35:44,62.68,credit,M01,heavy_duty
TXN-20250613-0001,2025-06-13 00:46:53,21.63,mada,M05,quick_wash
TXN-20250613-0002,2025-06-13 02:49:35,31.16,cash,M05,standard
TXN-20250613-0003,2025-06-13 05:31:02,56.22,mada,M01,heavy_duty
TXN-20250613-0004,2025-06-13 06:25:50,15.46,credit,M07,quick_wash
TXN-20250613-0005,2025-06-13 06:51:18,33.94,credit,M05,standard
TXN-20250613-0006,2025-06-13 06:57:34,15.02,mada,M05,quick_wash
TXN-20250613-0007,2025-06-13 07:14:49,19.19,mada,M01,quick_wash
TXN-20250613-0008,2025-06-13 07:39:06,32.69,mada,M02,standard
TXN-20250613-0009,2025-06-13 08:16:44,16.2,mada,M02,quick_wash
TXN-20250613-0010,2025-06-13 08:26:00,45.8,cash,M04,heavy_duty
TXN-20250613-0011,2025-06-13 08:33:23,30.23,mada,M08,standard
TXN-20250613-0012,2025-06-13 08:35:24,45.86,cash,M04,heavy_duty
TXN-20250613-0013,2025-06-13 08:51:46,66.29,mada,M02,dry_clean
TXN-20250613-0014,2025-06-13 08:54:13,21.25,mada,M06,quick_wash
TXN-20250613-0015,2025-06-13 09:06:08,31.66,cash,M02,standard
TXN-20250613-0016,2025-06-13 09:06:26,59.33,cash,M06,heavy_duty
TXN-20250613-0017,2025-06-13 09:12:40,51.52,credit,M08,heavy_duty
TXN-20250613-0018,2025-06-13 09:23:10,33.44,mada,M02,standard
TXN-20250613-0019,2025-06-13 09:26:15,39.88,credit,M03,standard
TXN-20250613-0020,2025-06-13 09:35:54,20.35,credit,M07,quick_wash
TXN-20250613-0021,2025-06-13 09:41:54,28.52,cash,M08,standard
TXN-20250613-0022,2025-06-13 09:43:22,54.81,credit,M06,dry_clean
TXN-20250613-0023,2025-06-13 09:47:31,17.34,mada,M03,quick_wash
TXN-20250613-0024,2025-06-13 09:53:06,25.92,mada,M06,standard
TXN-20250613-0025,2025-06-13 10:02:46,38.14,credit,M05,standard
TXN-20250613-0026,2025-06-13 10:07:17,53.43,cash,M06,heavy_duty
TXN-20250613-0027,2025-06-13 10:12:00,17.98,mada,M06,quick_wash
TXN-20250613-0028,2025-06-13 10:14:14,37.66,credit,M03,standard
TXN-20250613-0029,2025-06-13 10:21:58,26.86,mada,M03,standard
TXN-20250613-0030,2025-06-13 10:21:58,41.07,credit,M06,heavy_duty
TXN-20250613-0031,2025-06-13 10:24:15,24.55,mada,M05,quick_wash
TXN-20250613-0032,2025-06-13 10:40:58,19.4,mada,M02,quick_wash
TXN-20250613-0033,2025-06-13 10:44:00,36.54,credit,M03,standard
TXN-20250613-0034,2025-06-13 10:48:18,23.03,credit,M05,quick_wash
TXN-20250613-0035,2025-06-13 11:07:26,17.89,mada,M04,quick_wash
TXN-20250613-0036,2025-06-13 11:28:07,51.14,mada,M02,heavy_duty
TXN-20250613-0037,2025-06-13 11:56:28,18.1,mada,M06,quick_wash
TXN-20250613-0038,2025-06-13 12:10:41,31.17,cash,M07,standard
TXN-20250613-0039,2025-06-13 12:17:10,26.31,mada,M05,standard
TXN-20250613-0040,2025-06-13 12:24:30,24.51,mada,M07,quick_wash
TXN-20250613-0041,2025-06-13 13:01:24,74.66,mada,M05,dry_clean
TXN-20250613-0042,2025-06-13 13:05:28,42.9,cash,M02,heavy_duty
TXN-20250613-0043,2025-06-13 13:09:33,42.72,credit,M07,heavy_duty
TXN-20250613-0044,2025-06-13 13:13:47,32.17,cash,M03,standard
TXN-20250613-0045,2025-06-13 13:33:17,16.46,credit,M07,quick_wash
TXN-20250613-0046,2025-06-13 13:37:35,60.65,cash,M03,heavy_duty
TXN-20250613-0047,2025-06-13 13:53:55,18.35,mada,M08,quick_wash
TXN-20250613-0048,2025-06-13 13:54:30,93.34,cash,M06,dry_clean
TXN-20250613-0049,2025-06-13 13:58:02,49.55,mada,M02,heavy_duty
TXN-20250613-0050,2025-06-13 14:18:48,96.04,mada,M04,dry_clean
TXN-20250613-0051,2025-06-13 14:24:54,35.44,mada,M03,standard
TXN-20250613-0052,2025-06-13 14:31:29,44.83,mada,M02,heavy_duty
TXN-20250613-0053,2025-06-13 14:37:06,16.1,credit,M07,quick_wash
TXN-20250613-0054,2025-06-13 14:39:50,19.12,mada,M02,quick_wash
TXN-20250613-0055,2025-06-13 14:54:34,25.84,cash,M03,standard
TXN-20250613-0056,2025-06-13 15:04:18,17.02,mada,M06,quick_wash
TXN-20250613-0057,2025-06-13 15:12:57,15.9,credit,M02,quick_wash
TXN-20250613-0058,2025-06-13 15:17:22,28.68,cash,M04,standard
TXN-20250613-0059,2025-06-13 15:30:30,61.32,credit,M08,dry_clean
TXN-20250613-0060,2025-06-13 15:38:27,46.01,mada,M05,heavy_duty
TXN-20250613-0061,2025-06-13 15:46:15,33.02,mada,M08,standard
TXN-20250613-0062,2025-06-13 15:55:53,33.99,mada,M06,standard
TXN-20250613-0063,2025-06-13 16:02:10,48.47,credit,M04,heavy_duty
TXN-20250613-0064,2025-06-13 16:03:34,33.68,mada,M05,standard
TXN-20250613-0065,2025-06-13 16:06:29,19.65,mada,M03,quick_wash
TXN-20250613-0066,2025-06-13 16:41:16,19.87,cash,M06,quick_wash
TXN-20250613-0067,2025-06-13 16:43:54,81.14,mada,M02,dry_clean
TXN-20250613-0068,2025-06-13 16:49:19,88.75,mada,M04,dry_clean
TXN-20250613-0069,2025-06-13 16:50:19,48.55,mada,M07,heavy_duty
TXN-20250613-0070,2025-06-13 16:50:25,64.64,cash,M06,heavy_duty
TXN-20250613-0071,2025-06-13 17:05:23,36.12,cash,M05,standard
TXN-20250613-0072,2025-06-13 17:24:43,51.15,mada,M06,heavy_duty
TXN-20250613-0073,2025-06-13 17:30:24,31.76,cash,M04,standard
TXN-20250613-0074,2025-06-13 17:36:40,32.2,cash,M06,standard
TXN-20250613-0075,2025-06-13 17:53:44,28.06,mada,M02,standard
TXN-20250613-0076,2025-06-13 18:13:49,18.8,mada,M04,quick_wash
TXN-20250613-0077,2025-06-13 18:16:59,63.93,mada,M06,heavy_duty
TXN-20250613-0078,2025-06-13 18:23:51,24.62,mada,M06,quick_wash
TXN-20250613-0079,2025-06-13 18:51:48,19.47,mada,M04,quick_wash
TXN-20250613-0080,2025-06-13 18:58:16,25.81,mada,M07,standard
TXN-20250613-0081,2025-06-13 18:59:18,21.63,cash,M04,quick_wash
TXN-20250613-0082,2025-06-13 19:03:14,61.42,credit,M07,heavy_duty
TXN-20250613-0083,2025-06-13 19:05:02,59.24,credit,M08,heavy_duty
TXN-20250613-0084,2025-06-13 19:23:40,39.05,mada,M05,standard
TXN-20250613-0085,2025-06-13 19:27:15,42.98,mada,M03,heavy_duty
TXN-20250613-0086,2025-06-13 19:33:14,29.89,mada,M08,standard
TXN-20250613-0087,2025-06-13 19:34:47,48.5,credit,M03,heavy_duty
TXN-20250613-0088,2025-06-13 19:38:29,18.56,cash,M07,quick_wash
TXN-20250613-0089,2025-06-13 19:43:13,27.48,cash,M05,standard
TXN-20250613-0090,2025-06-13 19:53:01,16.41,mada,M02,quick_wash
TXN-20250613-0091,2025-06-13 19:53:19,18.22,mada,M08,quick_wash
TXN-20250613-0092,2025-06-13 20:05:26,101.71,mada,M07,dry_clean
TXN-20250613-0093,2025-06-13 20:33:27,63.25,mada,M06,heavy_duty
TXN-20250613-0094,2025-06-13 20:39:31,37.32,mada,M03,standard
TXN-20250613-0095,2025-06-13 20:47:20,32.99,mada,M04,standard
TXN-20250613-0096,2025-06-13 20:52:32,22.07,cash,M01,quick_wash
TXN-20250613-0097,2025-06-13 21:04:47,100.93,credit,M01,dry_clean
TXN-20250613-0098,2025-06-13 21:07:14,44.59,mada,M03,heavy_duty
TXN-20250613-0099,2025-06-13 21:16:45,34.04,mada,M08,standard
TXN-20250613-0100,2025-06-13 21:22:17,16.36,cash,M05,quick_wash
TXN-20250613-0101,2025-06-13 21:34:51,44.64,mada,M04,heavy_duty
TXN-20250613-0102,2025-06-13 21:37:13,37.84,cash,M06,standard
TXN-20250613-0103,2025-06-13 21:37:13,30.21,credit,M08,standard
TXN-20250613-0104,2025-06-13 21:44:12,29.32,cash,M06,standard
TXN-20250613-0105,2025-06-13 21:58:07,19.75,mada,M07,quick_wash
TXN-20250613-0106,2025-06-13 22:28:54,15.5,cash,M06,quick_wash
TXN-20250613-0107,2025-06-13 23:49:53,26.28,credit,M08,standard
TXN-20250614-0001,2025-06-14 03:10:22,38.17,mada,M07,standard
TXN-20250614-0002,2025-06-14 03:17:46,15.62,cash,M08,quick_wash
TXN-20250614-0003,2025-06-14 03:20:01,29.36,mada,M05,standard
TXN-20250614-0004,2025-06-14 03:22:28,34.23,mada,M04,standard
TXN-20250614-0005,2025-06-14 03:25:24,22.8,mada,M07,quick_wash
TXN-20250614-0006,2025-06-14 03:26:09,15.75,mada,M02,quick_wash
TXN-20250614-0007,2025-06-14 03:30:06,39.82,mada,M05,standard
TXN-20250614-0008,2025-06-14 03:31:11,19.5,mada,M03,quick_wash
TXN-20250614-0009,2025-06-14 03:31:41,53.51,mada,M04,dry_clean
TXN-20250614-0010,2025-06-14 03:32:36,94.51,cash,M01,dry_clean
TXN-20250614-0011,2025-06-14 03:33:19,22.74,mada,M07,quick_wash
TXN-20250614-0012,2025-06-14 03:33:56,39.04,mada,M03,standard
TXN-20250614-0013,2025-06-14 03:39:32,40.26,cash,M01,heavy_duty
TXN-20250614-0014,2025-06-14 03:45:56,36.88,credit,M04,standard
TXN-20250614-0015,2025-06-14 03:47:41,38.31,credit,M02,standard
TXN-20250614-0016,2025-06-14 03:51:39,39.18,mada,M06,standard
TXN-20250614-0017,2025-06-14 03:51:41,31.79,mada,M04,standard
TXN-20250614-0018,2025-06-14 03:56:51,19.72,mada,M01,quick_wash
TXN-20250614-0019,2025-06-14 04:54:33,19.05,credit,M03,quick_wash
TXN-20250614-0020,2025-06-14 05:21:49,49.81,mada,M01,heavy_duty
TXN-20250614-0021,2025-06-14 06:56:49,32.66,mada,M04,standard
TXN-20250614-0022,2025-06-14 07:09:11,23.7,mada,M08,quick_wash
TXN-20250614-0023,2025-06-14 07:42:33,73.44,mada,M07,dry_clean
TXN-20250614-0024,2025-06-14 07:49:14,55.63,credit,M08,heavy_duty
TXN-20250614-0025,2025-06-14 08:04:33,16.61,credit,M04,quick_wash
TXN-20250614-0026,2025-06-14 08:12:38,40.6,mada,M06,heavy_duty
TXN-20250614-0027,2025-06-14 08:25:15,36.0,credit,M05,standard
TXN-20250614-0028,2025-06-14 08:25:48,66.57,credit,M08,dry_clean
TXN-20250614-0029,2025-06-14 08:26:03,24.77,credit,M04,quick_wash
TXN-20250614-0030,2025-06-14 08:33:41,41.48,mada,M08,heavy_duty
TXN-20250614-0031,2025-06-14 08:34:56,32.73,credit,M04,standard
TXN-20250614-0032,2025-06-14 09:12:14,23.52,cash,M07,quick_wash
TXN-20250614-0033,2025-06-14 09:15:29,30.2,mada,M07,standard
TXN-20250614-0034,2025-06-14 09:21:03,18.36,mada,M03,quick_wash
TXN-20250614-0035,2025-06-14 09:23:39,37.15,mada,M01,standard
TXN-20250614-0036,2025-06-14 09:46:39,45.9,mada,M08,heavy_duty
TXN-20250614-0037,2025-06-14 10:14:04,32.67,mada,M06,standard
TXN-20250614-0038,2025-06-14 10:22:11,22.07,cash,M01,quick_wash
TXN-20250614-0039,2025-06-14 10:55:40,38.02,mada,M06,standard
TXN-20250614-0040,2025-06-14 11:01:48,30.83,mada,M03,standard
TXN-20250614-0041,2025-06-14 11:28:18,38.01,mada,M07,standard
TXN-20250614-0042,2025-06-14 11:37:22,33.26,mada,M06,standard
TXN-20250614-0043,2025-06-14 11:54:23,64.17,mada,M04,heavy_duty
TXN-20250614-0044,2025-06-14 11:55:34,16.73,mada,M08,quick_wash
TXN-20250614-0045,2025-06-14 12:03:28,41.29,mada,M08,heavy_duty
TXN-20250614-0046,2025-06-14 12:33:35,22.47,mada,M02,quick_wash
TXN-20250614-0047,2025-06-14 12:45:33,27.88,mada,M04,standard
TXN-20250614-0048,2025-06-14 12:53:27,36.69,mada,M04,standard
TXN-20250614-0049,2025-06-14 13:16:47,66.91,cash,M07,dry_clean
TXN-20250614-0050,2025-06-14 13:27:08,49.52,mada,M02,heavy_duty
TXN-20250614-0051,2025-06-14 13:35:02,20.96,cash,M06,quick_wash
TXN-20250614-0052,2025-06-14 13:46:30,35.31,cash,M05,standard
TXN-20250614-0053,2025-06-14 13:48:59,28.26,mada,M02,standard
TXN-20250614-0054,2025-06-14 13:50:09,15.69,mada,M01,quick_wash
TXN-20250614-0055,2025-06-14 13:54:59,33.17,mada,M07,standard
TXN-20250614-0056,2025-06-14 14:17:42,46.78,cash,M08,heavy_duty
TXN-20250614-0057,2025-06-14 14:42:56,45.44,mada,M08,heavy_duty
TXN-20250614-0058,2025-06-14 14:53:03,61.79,mada,M04,heavy_duty
TXN-20250614-0059,2025-06-14 15:08:52,15.68,mada,M07,quick_wash
TXN-20250614-0060,2025-06-14 15:21:48,19.32,mada,M06,quick_wash
TXN-20250614-0061,2025-06-14 15:35:24,48.99,cash,M08,heavy_duty
TXN-20250614-0062,2025-06-14 15:53:51,21.36,credit,M05,quick_wash
TXN-20250614-0063,2025-06-14 16:00:38,29.94,cash,M02,standard
TXN-20250614-0064,2025-06-14 16:03:52,27.06,credit,M04,standard
TXN-20250614-0065,2025-06-14 16:11:04,35.91,cash,M07,standard
TXN-20250614-0066,2025-06-14 16:40:44,16.04,mada,M05,quick_wash
TXN-20250614-0067,2025-06-14 16:51:04,60.95,cash,M08,dry_clean
TXN-20250614-0068,2025-06-14 17:07:36,25.03,mada,M02,standard
TXN-20250614-0069,2025-06-14 17:15:39,38.34,mada,M02,standard
TXN-20250614-0070,2025-06-14 17:23:34,51.12,mada,M05,heavy_duty
TXN-20250614-0071,2025-06-14 17:47:50,29.65,mada,M08,standard
TXN-20250614-0072,2025-06-14 17:53:38,25.79,mada,M04,standard
TXN-20250614-0073,2025-06-14 18:06:22,24.28,credit,M05,quick_wash
TXN-20250614-0074,2025-06-14 18:27:41,34.32,mada,M08,standard
TXN-20250614-0075,2025-06-14 18:32:06,42.85,cash,M05,heavy_duty
TXN-20250614-0076,2025-06-14 19:08:03,36.47,mada,M02,standard
TXN-20250614-0077,2025-06-14 19:14:37,25.52,cash,M05,standard
TXN-20250614-0078,2025-06-14 19:31:25,52.48,mada,M07,heavy_duty
TXN-20250614-0079,2025-06-14 19:41:44,21.92,cash,M01,quick_wash
TXN-20250614-0080,2025-06-14 19:43:29,20.85,mada,M02,quick_wash
TXN-20250614-0081,2025-06-14 19:54:30,32.01,mada,M07,standard
TXN-20250614-0082,2025-06-14 20:36:02,26.94,cash,M05,standard
TXN-20250614-0083,2025-06-14 20:41:37,16.12,mada,M08,quick_wash
TXN-20250614-0084,2025-06-14 20:48:11,38.49,mada,M05,standard
TXN-20250614-0085,2025-06-14 20:58:26,92.73,cash,M02,dry_clean
TXN-20250614-0086,2025-06-14 21:15:11,33.58,credit,M06,standard
TXN-20250614-0087,2025-06-14 21:30:17,30.11,credit,M03,standard
TXN-20250614-0088,2025-06-14 21:45:41,55.07,cash,M06,heavy_duty
TXN-20250614-0089,2025-06-14 21:48:58,35.88,cash,M07,standard
TXN-20250614-0090,2025-06-14 21:53:50,25.32,mada,M07,standard
TXN-20250614-0091,2025-06-14 21:54:20,34.71,mada,M07,standard
TXN-20250614-0092,2025-06-14 22:13:10,22.68,cash,M04,quick_wash
TXN-20250614-0093,2025-06-14 22:40:13,18.62,cash,M04,quick_wash
TXN-20250614-0094,2025-06-14 22:47:57,37.38,credit,M02,standard
TXN-20250614-0095,2025-06-14 23:56:46,38.93,cash,M04,standard
TXN-20250615-0001,2025-06-15 05:39:15,37.49,mada,M04,standard
TXN-20250615-0002,2025-06-15 07:00:16,31.08,credit,M02,standard
TXN-20250615-0003,2025-06-15 07:09:34,113.43,mada,M07,dry_clean
TXN-20250615-0004,2025-06-15 07:26:00,24.15,mada,M02,quick_wash
TXN-20250615-0005,2025-06-15 07:41:06,24.47,mada,M07,quick_wash
TXN-20250615-0006,2025-06-15 07:58:16,24.68,mada,M04,quick_wash
TXN-20250615-0007,2025-06-15 08:02:45,20.21,mada,M03,quick_wash
TXN-20250615-0008,2025-06-15 08:07:22,26.4,mada,M01,standard
TXN-20250615-0009,2025-06-15 08:21:36,32.7,mada,M03,standard
TXN-20250615-0010,2025-06-15 09:00:23,21.43,mada,M05,quick_wash
TXN-20250615-0011,2025-06-15 09:01:11,26.3,mada,M02,standard
TXN-20250615-0012,2025-06-15 09:25:12,34.84,mada,M05,standard
TXN-20250615-0013,2025-06-15 09:43:44,15.55,mada,M05,quick_wash
TXN-20250615-0014,2025-06-15 10:24:53,19.56,credit,M07,quick_wash
TXN-20250615-0015,2025-06-15 10:48:42,19.25,mada,M02,quick_wash
TXN-20250615-0016,2025-06-15 10:57:57,35.11,credit,M03,standard
TXN-20250615-0017,2025-06-15 11:14:56,16.32,credit,M02,quick_wash
TXN-20250615-0018,2025-06-15 11:27:27,22.81,credit,M08,quick_wash
TXN-20250615-0019,2025-06-15 12:08:56,32.34,mada,M04,standard
TXN-20250615-0020,2025-06-15 12:44:29,36.43,credit,M02,standard
TXN-20250615-0021,2025-06-15 13:01:24,116.7,mada,M01,dry_clean
TXN-20250615-0022,2025-06-15 13:02:05,15.67,mada,M01,quick_wash
TXN-20250615-0023,2025-06-15 13:08:52,16.63,mada,M06,quick_wash
TXN-20250615-0024,2025-06-15 13:52:51,40.7,mada,M02,heavy_duty
TXN-20250615-0025,2025-06-15 15:17:22,26.43,credit,M03,standard
TXN-20250615-0026,2025-06-15 15:40:46,31.08,mada,M08,standard
TXN-20250615-0027,2025-06-15 16:23:21,20.8,credit,M04,quick_wash
TXN-20250615-0028,2025-06-15 16:23:27,64.98,mada,M04,heavy_duty
TXN-20250615-0029,2025-06-15 16:41:35,35.18,mada,M08,standard
TXN-20250615-0030,2025-06-15 16:50:53,36.93,mada,M07,standard
TXN-20250615-0031,2025-06-15 17:28:04,25.93,cash,M03,standard
TXN-20250615-0032,2025-06-15 18:12:25,17.72,cash,M01,quick_wash
TXN-20250615-0033,2025-06-15 18:22:09,15.93,mada,M03,quick_wash
TXN-20250615-0034,2025-06-15 18:26:23,31.24,mada,M04,standard
TXN-20250615-0035,2025-06-15 18:28:50,15.54,mada,M06,quick_wash
TXN-20250615-0036,2025-06-15 19:19:00,16.2,mada,M02,quick_wash
TXN-20250615-0037,2025-06-15 19:54:10,18.06,mada,M02,quick_wash
TXN-20250615-0038,2025-06-15 20:14:15,58.3,mada,M01,heavy_duty
TXN-20250615-0039,2025-06-15 20:23:47,52.5,mada,M06,heavy_duty
TXN-20250615-0040,2025-06-15 20:35:15,39.94,mada,M06,standard
TXN-20250615-0041,2025-06-15 20:40:26,48.62,mada,M01,heavy_duty
TXN-20250615-0042,2025-06-15 20:41:51,50.27,cash,M07,heavy_duty
TXN-20250615-0043,2025-06-15 20:52:01,60.81,cash,M04,dry_clean
TXN-20250615-0044,2025-06-15 20:57:05,23.74,mada,M02,quick_wash
TXN-20250615-0045,2025-06-15 20:58:00,27.59,cash,M02,standard
TXN-20250615-0046,2025-06-15 21:19:38,24.6,credit,M01,quick_wash
TXN-20250615-0047,2025-06-15 21:57:45,30.15,mada,M03,standard
TXN-20250616-0001,2025-06-16 00:29:03,31.89,mada,M06,standard
TXN-20250616-0002,2025-06-16 07:36:50,26.88,cash,M02,standard
TXN-20250616-0003,2025-06-16 08:11:01,27.24,cash,M03,standard
TXN-20250616-0004,2025-06-16 08:40:26,45.33,cash,M01,heavy_duty
TXN-20250616-0005,2025-06-16 08:51:02,86.29,mada,M06,dry_clean
TXN-20250616-0006,2025-06-16 09:08:20,15.31,mada,M04,quick_wash
TXN-20250616-0007,2025-06-16 09:10:04,85.13,mada,M06,dry_clean
TXN-20250616-0008,2025-06-16 09:22:20,53.02,cash,M08,heavy_duty
TXN-20250616-0009,2025-06-16 09:23:34,19.18,credit,M07,quick_wash
TXN-20250616-0010,2025-06-16 09:38:36,114.23,cash,M08,dry_clean
TXN-20250616-0011,2025-06-16 09:40:01,43.22,cash,M08,heavy_duty
TXN-20250616-0012,2025-06-16 09:48:31,39.41,credit,M07,standard
TXN-20250616-0013,2025-06-16 10:04:51,21.39,mada,M01,quick_wash
TXN-20250616-0014,2025-06-16 10:20:26,60.06,mada,M04,heavy_duty
TXN-20250616-0015,2025-06-16 10:21:35,26.91,mada,M08,standard
TXN-20250616-0016,2025-06-16 10:22:56,19.53,credit,M07,quick_wash
TXN-20250616-0017,2025-06-16 10:47:53,37.22,credit,M01,standard
TXN-20250616-0018,2025-06-16 12:05:54,30.38,mada,M06,standard
TXN-20250616-0019,2025-06-16 12:11:38,52.32,mada,M07,heavy_duty
TXN-20250616-0020,2025-06-16 12:23:22,25.83,mada,M01,standard
TXN-20250616-0021,2025-06-16 13:00:52,32.38,mada,M03,standard
TXN-20250616-0022,2025-06-16 13:04:00,92.32,mada,M01,dry_clean
TXN-20250616-0023,2025-06-16 13:21:22,17.39,credit,M03,quick_wash
TXN-20250616-0024,2025-06-16 13:28:17,44.26,mada,M01,heavy_duty
TXN-20250616-0025,2025-06-16 13:28:34,18.23,mada,M08,quick_wash
TXN-20250616-0026,2025-06-16 13:32:38,17.98,cash,M03,quick_wash
TXN-20250616-0027,2025-06-16 13:34:26,28.87,mada,M08,standard
TXN-20250616-0028,2025-06-16 13:40:42,22.31,mada,M05,quick_wash
TXN-20250616-0029,2025-06-16 13:56:00,19.19,cash,M01,quick_wash
