transaction_id,timestamp,amount_sar,payment_method,basket_size,category
MINI-20250618-0101,2025-06-18 14:49:29,15.87,cash,small_basket,household
MINI-20250618-0102,2025-06-18 14:49:45,12.76,mada,small_basket,beverages
MINI-20250618-0103,2025-06-18 14:57:39,253.11,mada,large_basket,groceries
MINI-20250618-0104,2025-06-18 15:01:39,168.48,mada,medium_basket,household
MINI-20250618-0105,2025-06-18 15:04:05,38.53,mada,small_basket,groceries
MINI-20250618-0106,2025-06-18 15:05:14,154.08,credit,medium_basket,beverages
MINI-20250618-0107,2025-06-18 15:08:10,21.68,cash,small_basket,beverages
MINI-20250618-0108,2025-06-18 15:09:51,45.63,mada,medium_basket,household
MINI-20250618-0109,2025-06-18 15:18:01,22.36,cash,small_basket,groceries
MINI-20250618-0110,2025-06-18 15:20:22,64.5,cash,medium_basket,groceries
MINI-20250618-0111,2025-06-18 15:21:24,38.39,cash,small_basket,groceries
MINI-20250618-0112,2025-06-18 15:23:21,44.0,mada,small_basket,beverages
MINI-20250618-0113,2025-06-18 15:24:50,41.09,mada,small_basket,groceries
MINI-20250618-0114,2025-06-18 15:32:54,37.97,mada,small_basket,beverages
MINI-20250618-0115,2025-06-18 15:56:20,19.54,credit,small_basket,personal_care
MINI-20250618-0116,2025-06-18 16:00:17,28.52,cash,small_basket,beverages
MINI-20250618-0117,2025-06-18 16:03:48,10.67,mada,small_basket,groceries
MINI-20250618-0118,2025-06-18 16:08:19,178.29,cash,medium_basket,groceries
MINI-20250618-0119,2025-06-18 16:13:58,154.41,mada,medium_basket,groceries
MINI-20250618-0120,2025-06-18 16:34:43,115.09,mada,medium_basket,beverages
MINI-20250618-0121,2025-06-18 16:49:05,123.29,cash,medium_basket,personal_care
MINI-20250618-0122,2025-06-18 16:51:36,20.32,cash,small_basket,household
MINI-20250618-0123,2025-06-18 16:56:54,338.77,cash,large_basket,household
MINI-20250618-0124,2025-06-18 17:00:30,35.87,mada,small_basket,beverages
MINI-20250618-0125,2025-06-18 17:07:18,39.21,credit,small_basket,groceries
MINI-20250618-0126,2025-06-18 17:08:39,174.71,cash,medium_basket,personal_care
MINI-20250618-0127,2025-06-18 17:10:31,17.06,mada,small_basket,snacks
MINI-20250618-0128,2025-06-18 17:15:57,164.56,mada,medium_basket,household
MINI-20250618-0129,2025-06-18 17:28:30,121.8,cash,medium_basket,groceries
MINI-20250618-0130,2025-06-18 17:31:20,19.25,mada,small_basket,groceries
MINI-20250618-0131,2025-06-18 17:33:27,15.42,cash,small_basket,beverages
MINI-20250618-0132,2025-06-18 17:40:45,18.6,cash,small_basket,beverages
MINI-20250618-0133,2025-06-18 17:45:03,32.61,mada,small_basket,groceries
MINI-20250618-0134,2025-06-18 17:46:26,24.75,cash,small_basket,beverages
MINI-20250618-0135,2025-06-18 17:46:54,102.36,cash,medium_basket,snacks
MINI-20250618-0136,2025-06-18 17:49:10,10.3,mada,small_basket,groceries
MINI-20250618-0137,2025-06-18 17:50:06,36.27,credit,small_basket,beverages
MINI-20250618-0138,2025-06-18 17:50:15,130.79,mada,medium_basket,household
MINI-20250618-0139,2025-06-18 18:00:18,147.59,mada,medium_basket,beverages
MINI-20250618-0140,2025-06-18 18:11:20,61.85,cash,medium_basket,groceries
MINI-20250618-0141,2025-06-18 18:11:35,16.79,mada,small_basket,groceries
MINI-20250618-0142,2025-06-18 18:13:39,187.27,mada,large_basket,household
MINI-20250618-0143,2025-06-18 18:21:47,16.5,cash,small_basket,groceries
MINI-20250618-0144,2025-06-18 18:23:44,34.47,mada,small_basket,snacks
MINI-20250618-0145,2025-06-18 18:24:36,37.84,cash,small_basket,groceries
MINI-20250618-0146,2025-06-18 18:25:27,39.54,cash,small_basket,groceries
MINI-20250618-0147,2025-06-18 18:27:09,42.72,mada,small_basket,groceries
MINI-20250618-0148,2025-06-18 18:28:41,276.94,mada,large_basket,household
MINI-20250618-0149,2025-06-18 18:29:24,58.52,cash,medium_basket,snacks
MINI-20250618-0150,2025-06-18 18:29:24,26.4,cash,small_basket,beverages
MINI-20250618-0151,2025-06-18 18:31:18,30.89,cash,small_basket,household
MINI-20250618-0152,2025-06-18 18:31:48,95.18,cash,medium_basket,groceries
MINI-20250618-0153,2025-06-18 18:33:35,14.97,cash,small_basket,groceries
MINI-20250618-0154,2025-06-18 18:37:08,149.94,mada,medium_basket,groceries
MINI-20250618-0155,2025-06-18 18:39:06,41.53,cash,small_basket,groceries
MINI-20250618-0156,2025-06-18 18:44:00,210.39,cash,large_basket,beverages
MINI-20250618-0157,2025-06-18 18:51:48,18.92,cash,small_basket,groceries
MINI-20250618-0158,2025-06-18 19:14:45,33.82,mada,small_basket,personal_care
MINI-20250618-0159,2025-06-18 19:16:16,17.71,cash,small_basket,snacks
MINI-20250618-0160,2025-06-18 19:29:34,75.64,credit,medium_basket,beverages
MINI-20250618-0161,2025-06-18 19:31:39,40.01,mada,small_basket,beverages
MINI-20250618-0162,2025-06-18 19:31:53,207.04,cash,large_basket,groceries
MINI-20250618-0163,2025-06-18 19:32:55,338.69,mada,large_basket,groceries
MINI-20250618-0164,2025-06-18 19:33:41,142.92,mada,medium_basket,groceries
MINI-20250618-0165,2025-06-18 19:41:21,60.98,cash,medium_basket,beverages
MINI-20250618-0166,2025-06-18 19:42:37,91.53,cash,medium_basket,snacks
MINI-20250618-0167,2025-06-18 19:43:46,135.64,cash,medium_basket,beverages
MINI-20250618-0168,2025-06-18 19:48:28,38.17,cash,small_basket,groceries
MINI-20250618-0169,2025-06-18 19:53:54,26.5,mada,small_basket,snacks
MINI-20250618-0170,2025-06-18 20:03:12,86.62,mada,medium_basket,groceries
MINI-20250618-0171,2025-06-18 20:03:55,13.46,cash,small_basket,beverages
MINI-20250618-0172,2025-06-18 20:20:48,16.06,cash,small_basket,personal_care
MINI-20250618-0173,2025-06-18 20:21:37,14.27,credit,small_basket,groceries
MINI-20250618-0174,2025-06-18 20:22:12,107.51,cash,medium_basket,beverages
MINI-20250618-0175,2025-06-18 20:25:31,396.11,mada,large_basket,beverages
MINI-20250618-0176,2025-06-18 20:37:25,41.43,mada,small_basket,groceries
MINI-20250618-0177,2025-06-18 20:43:51,30.32,mada,small_basket,beverages
MINI-20250618-0178,2025-06-18 20:49:55,349.05,mada,large_basket,groceries
MINI-20250618-0179,2025-06-18 21:07:59,25.92,mada,small_basket,beverages
MINI-20250618-0180,2025-06-18 21:08:39,91.07,cash,medium_basket,groceries
MINI-20250618-0181,2025-06-18 21:15:44,232.49,mada,large_basket,groceries
MINI-20250618-0182,2025-06-18 21:25:26,109.48,mada,medium_basket,beverages
MINI-20250618-0183,2025-06-18 21:39:23,39.64,mada,small_basket,personal_care
MINI-20250618-0184,2025-06-18 21:48:16,92.02,credit,medium_basket,groceries
MINI-20250618-0185,2025-06-18 21:56:43,21.87,cash,small_basket,snacks
MINI-20250618-0186,2025-06-18 22:06:04,160.6,credit,medium_basket,beverages
MINI-20250618-0187,2025-06-18 22:21:41,17.25,cash,small_basket,groceries
MINI-20250618-0188,2025-06-18 22:33:54,165.54,cash,medium_basket,household
MINI-20250618-0189,2025-06-18 22:50:21,143.53,cash,medium_basket,beverages
MINI-20250618-0190,2025-06-18 22:51:10,24.07,cash,small_basket,beverages
MINI-20250618-0191,2025-06-18 22:54:16,66.73,cash,medium_basket,household
MINI-20250618-0192,2025-06-18 23:13:58,280.83,mada,large_basket,personal_care
MINI-20250618-0193,2025-06-18 23:20:52,141.19,credit,medium_basket,groceries
MINI-20250618-0194,2025-06-18 23:21:29,15.13,cash,small_basket,groceries
MINI-20250618-0195,2025-06-18 23:33:57,17.17,cash,small_basket,household
MINI-20250618-0196,2025-06-18 23:36:01,13.87,mada,small_basket,household
MINI-20250618-0197,2025-06-18 23:43:04,25.12,cash,small_basket,snacks
MINI-20250618-0198,2025-06-18 23:59:12,24.58,mada,small_basket,beverages
MINI-20250619-0001,2025-06-19 00:02:03,38.3,credit,small_basket,household
MINI-20250619-0002,2025-06-19 00:08:31,29.16,cash,small_basket,snacks
MINI-20250619-0003,2025-06-19 00:31:11,431.36,cash,large_basket,groceries
MINI-20250619-0004,2025-06-19 00:36:37,154.97,cash,medium_basket,snacks
MINI-20250619-0005,2025-06-19 00:39:50,133.44,mada,medium_basket,beverages
MINI-20250619-0006,2025-06-19 00:46:00,43.61,credit,small_basket,personal_care
MINI-20250619-0007,2025-06-19 00:53:06,22.88,cash,small_basket,groceries
MINI-20250619-0008,2025-06-19 00:57:57,40.84,mada,small_basket,groceries
MINI-20250619-0009,2025-06-19 01:15:29,172.77,cash,medium_basket,snacks
MINI-20250619-0010,2025-06-19 01:44:41,104.04,credit,medium_basket,beverages
MINI-20250619-0011,2025-06-19 02:07:18,24.58,cash,small_basket,snacks
MINI-20250619-0012,2025-06-19 03:06:07,25.1,cash,small_basket,groceries
MINI-20250619-0013,2025-06-19 05:06:26,106.32,mada,medium_basket,beverages
MINI-20250619-0014,2025-06-19 05:46:12,35.99,credit,small_basket,beverages
MINI-20250619-0015,2025-06-19 06:48:36,143.81,mada,medium_basket,beverages
MINI-20250619-0016,2025-06-19 06:49:00,48.17,mada,medium_basket,snacks
MINI-20250619-0017,2025-06-19 07:03:06,90.12,mada,medium_basket,groceries
MINI-20250619-0018,2025-06-19 07:09:11,15.15,mada,small_basket,beverages
MINI-20250619-0019,2025-06-19 07:12:16,64.76,mada,medium_basket,groceries
MINI-20250619-0020,2025-06-19 07:18:47,15.03,cash,small_basket,beverages
MINI-20250619-0021,2025-06-19 07:19:14,38.84,cash,small_basket,groceries
MINI-20250619-0022,2025-06-19 07:20:21,44.01,credit,small_basket,groceries
MINI-20250619-0023,2025-06-19 07:22:12,26.34,mada,small_basket,beverages
MINI-20250619-0024,2025-06-19 07:25:44,76.35,mada,medium_basket,beverages
MINI-20250619-0025,2025-06-19 07:26:56,217.19,cash,large_basket,beverages
MINI-20250619-0026,2025-06-19 07:27:07,39.57,mada,small_basket,beverages
MINI-20250619-0027,2025-06-19 07:33:19,11.01,cash,small_basket,beverages
MINI-20250619-0028,2025-06-19 07:39:55,30.05,mada,small_basket,groceries
MINI-20250619-0029,2025-06-19 07:44:38,50.12,cash,medium_basket,snacks
MINI-20250619-0030,2025-06-19 07:48:55,23.43,cash,small_basket,beverages
MINI-20250619-0031,2025-06-19 07:51:56,99.55,mada,medium_basket,groceries
MINI-20250619-0032,2025-06-19 07:56:51,77.21,cash,medium_basket,household
MINI-20250619-0033,2025-06-19 07:59:15,15.44,mada,small_basket,beverages
MINI-20250619-0034,2025-06-19 08:01:47,53.14,mada,medium_basket,beverages
MINI-20250619-0035,2025-06-19 08:04:53,28.18,mada,small_basket,groceries
MINI-20250619-0036,2025-06-19 08:05:11,93.04,mada,medium_basket,groceries
MINI-20250619-0037,2025-06-19 08:07:54,104.96,mada,medium_basket,groceries
MINI-20250619-0038,2025-06-19 08:09:01,9.58,mada,small_basket,groceries
MINI-20250619-0039,2025-06-19 08:10:50,20.19,cash,small_basket,household
MINI-20250619-0040,2025-06-19 08:12:58,10.29,mada,small_basket,groceries
MINI-20250619-0041,2025-06-19 08:15:51,9.66,mada,small_basket,snacks
MINI-20250619-0042,2025-06-19 08:17:50,43.1,cash,small_basket,personal_care
MINI-20250619-0043,2025-06-19 08:20:32,201.61,mada,large_basket,groceries
MINI-20250619-0044,2025-06-19 08:21:32,20.13,cash,small_basket,groceries
MINI-20250619-0045,2025-06-19 08:24:16,33.01,mada,small_basket,beverages
MINI-20250619-0046,2025-06-19 08:25:15,39.35,cash,small_basket,household
MINI-20250619-0047,2025-06-19 08:33:52,42.37,mada,small_basket,household
MINI-20250619-0048,2025-06-19 08:37:26,317.34,cash,large_basket,groceries
MINI-20250619-0049,2025-06-19 08:39:52,39.54,mada,small_basket,snacks
MINI-20250619-0050,2025-06-19 08:43:53,101.83,cash,medium_basket,groceries
MINI-20250619-0051,2025-06-19 08:46:42,18.6,mada,small_basket,snacks
MINI-20250619-0052,2025-06-19 08:54:22,27.38,mada,small_basket,household
MINI-20250619-0053,2025-06-19 08:57:18,104.39,credit,medium_basket,snacks
MINI-20250619-0054,2025-06-19 08:58:06,169.44,cash,medium_basket,personal_care
MINI-20250619-0055,2025-06-19 08:58:54,11.21,credit,small_basket,groceries
MINI-20250619-0056,2025-06-19 08:59:34,14.03,mada,small_basket,groceries
MINI-20250619-0057,2025-06-19 09:01:33,179.52,mada,medium_basket,personal_care
MINI-20250619-0058,2025-06-19 09:05:39,8.73,cash,small_basket,snacks
MINI-20250619-0059,2025-06-19 09:17:18,20.64,mada,small_basket,snacks
MINI-20250619-0060,2025-06-19 09:17:45,24.45,cash,small_basket,beverages
MINI-20250619-0061,2025-06-19 09:19:21,430.14,mada,large_basket,beverages
MINI-20250619-0062,2025-06-19 09:21:02,44.65,mada,small_basket,personal_care
MINI-20250619-0063,2025-06-19 09:22:13,19.58,mada,small_basket,beverages
MINI-20250619-0064,2025-06-19 09:23:46,13.49,mada,small_basket,groceries
MINI-20250619-0065,2025-06-19 09:24:26,97.1,mada,medium_basket,beverages
MINI-20250619-0066,2025-06-19 09:29:04,122.52,credit,medium_basket,groceries
MINI-20250619-0067,2025-06-19 09:33:27,113.27,cash,medium_basket,beverages
MINI-20250619-0068,2025-06-19 09:36:41,20.01,cash,small_basket,groceries
MINI-20250619-0069,2025-06-19 09:40:53,142.82,mada,medium_basket,groceries
MINI-20250619-0070,2025-06-19 09:44:28,11.03,mada,small_basket,groceries
MINI-20250619-0071,2025-06-19 09:45:27,17.85,mada,small_basket,snacks
MINI-20250619-0072,2025-06-19 09:58:51,230.5,mada,large_basket,beverages
MINI-20250619-0073,2025-06-19 09:59:45,26.65,mada,small_basket,groceries
MINI-20250619-0074,2025-06-19 10:00:40,156.8,credit,medium_basket,groceries
MINI-20250619-0075,2025-06-19 10:03:45,325.22,cash,large_basket,snacks
MINI-20250619-0076,2025-06-19 10:06:25,376.24,mada,large_basket,beverages
MINI-20250619-0077,2025-06-19 10:18:43,156.87,cash,medium_basket,beverages
MINI-20250619-0078,2025-06-19 10:19:37,9.87,credit,small_basket,groceries
MINI-20250619-0079,2025-06-19 10:20:58,162.67,mada,medium_basket,personal_care
MINI-20250619-0080,2025-06-19 10:22:40,53.08,mada,medium_basket,household
MINI-20250619-0081,2025-06-19 10:27:55,28.17,cash,small_basket,groceries
MINI-20250619-0082,2025-06-19 10:28:02,9.05,mada,small_basket,beverages
MINI-20250619-0083,2025-06-19 10:32:54,64.74,cash,medium_basket,beverages
MINI-20250619-0084,2025-06-19 10:36:30,284.67,mada,large_basket,personal_care
MINI-20250619-0085,2025-06-19 10:42:26,97.2,mada,medium_basket,groceries
MINI-20250619-0086,2025-06-19 10:51:49,9.09,cash,small_basket,snacks
MINI-20250619-0087,2025-06-19 10:52:26,48.85,cash,medium_basket,beverages
MINI-20250619-0088,2025-06-19 10:56:21,35.84,mada,small_basket,groceries
MINI-20250619-0089,2025-06-19 10:57:40,26.01,mada,small_basket,personal_care
MINI-20250619-0090,2025-06-19 10:58:09,24.54,mada,small_basket,personal_care
MINI-20250619-0091,2025-06-19 11:03:38,24.28,cash,small_basket,groceries
MINI-20250619-0092,2025-06-19 11:03:44,29.3,mada,small_basket,groceries
MINI-20250619-0093,2025-06-19 11:05:26,19.11,credit,small_basket,groceries
MINI-20250619-0094,2025-06-19 11:24:04,38.44,mada,small_basket,beverages
MINI-20250619-0095,2025-06-19 11:24:20,125.42,cash,medium_basket,groceries
MINI-20250619-0096,2025-06-19 11:31:05,71.31,mada,medium_basket,groceries
MINI-20250619-0097,2025-06-19 11:34:42,123.79,cash,medium_basket,household
MINI-20250619-0098,2025-06-19 11:40:24,19.16,cash,small_basket,groceries
MINI-20250619-0099,2025-06-19 11:45:53,40.18,cash,small_basket,groceries
MINI-20250619-0100,2025-06-19 11:49:13,129.72,mada,medium_basket,beverages
MINI-20250619-0101,2025-06-19 11:50:51,16.06,mada,small_basket,snacks
MINI-20250619-0102,2025-06-19 11:53:08,39.37,mada,small_basket,groceries
MINI-20250619-0103,2025-06-19 11:55:52,313.84,cash,large_basket,groceries
MINI-20250619-0104,2025-06-19 12:00:24,292.17,mada,large_basket,household
MINI-20250619-0105,2025-06-19 12:01:47,51.4,credit,medium_basket,household
MINI-20250619-0106,2025-06-19 12:02:09,13.6,mada,small_basket,groceries
MINI-20250619-0107,2025-06-19 12:05:26,36.93,cash,small_basket,beverages
MINI-20250619-0108,2025-06-19 12:06:34,43.41,mada,small_basket,groceries
MINI-20250619-0109,2025-06-19 12:08:54,149.02,credit,medium_basket,snacks
MINI-20250619-0110,2025-06-19 12:09:36,297.53,mada,large_basket,beverages
MINI-20250619-0111,2025-06-19 12:11:09,15.26,mada,small_basket,groceries
MINI-20250619-0112,2025-06-19 12:20:55,22.55,mada,small_basket,personal_care
MINI-20250619-0113,2025-06-19 12:29:16,171.42,mada,medium_basket,groceries
MINI-20250619-0114,2025-06-19 12:29:34,32.87,cash,small_basket,groceries
MINI-20250619-0115,2025-06-19 12:33:58,322.09,mada,large_basket,household
MINI-20250619-0116,2025-06-19 12:37:29,48.8,mada,medium_basket,personal_care
MINI-20250619-0117,2025-06-19 12:39:47,83.08,credit,medium_basket,groceries
MINI-20250619-0118,2025-06-19 12:42:58,21.12,cash,small_basket,beverages
MINI-20250619-0119,2025-06-19 12:50:22,176.8,cash,medium_basket,groceries
MINI-20250619-0120,2025-06-19 12:51:42,146.03,mada,medium_basket,groceries
MINI-20250619-0121,2025-06-19 12:57:44,77.18,mada,medium_basket,household
MINI-20250619-0122,2025-06-19 12:59:42,200.25,mada,large_basket,household
MINI-20250619-0123,2025-06-19 13:02:47,179.49,cash,medium_basket,household
MINI-20250619-0124,2025-06-19 13:04:25,196.38,mada,large_basket,beverages
MINI-20250619-0125,2025-06-19 13:05:00,11.58,mada,small_basket,household
MINI-20250619-0126,2025-06-19 13:07:39,205.47,cash,large_basket,groceries
MINI-20250619-0127,2025-06-19 13:08:01,119.18,credit,medium_basket,groceries
MINI-20250619-0128,2025-06-19 13:10:20,15.13,cash,small_basket,snacks
MINI-20250619-0129,2025-06-19 13:13:53,287.52,cash,large_basket,groceries
MINI-20250619-0130,2025-06-19 13:15:24,39.64,mada,small_basket,groceries
MINI-20250619-0131,2025-06-19 13:18:54,22.04,mada,small_basket,personal_care
MINI-20250619-0132,2025-06-19 13:23:55,26.13,mada,small_basket,beverages
MINI-20250619-0133,2025-06-19 13:24:29,167.33,credit,medium_basket,beverages
MINI-20250619-0134,2025-06-19 13:28:36,259.64,mada,large_basket,personal_care
MINI-20250619-0135,2025-06-19 13:28:52,9.94,credit,small_basket,personal_care
MINI-20250619-0136,2025-06-19 13:30:25,36.75,cash,small_basket,snacks
MINI-20250619-0137,2025-06-19 13:31:47,139.96,cash,medium_basket,household
MINI-20250619-0138,2025-06-19 13:32:25,118.92,mada,medium_basket,snacks
MINI-20250619-0139,2025-06-19 13:50:37,11.27,cash,small_basket,groceries
MINI-20250619-0140,2025-06-19 13:51:18,57.93,cash,medium_basket,snacks
MINI-20250619-0141,2025-06-19 13:54:14,73.96,credit,medium_basket,groceries
MINI-20250619-0142,2025-06-19 14:00:34,26.43,credit,small_basket,groceries
MINI-20250619-0143,2025-06-19 14:03:15,93.86,mada,medium_basket,snacks
MINI-20250619-0144,2025-06-19 14:03:54,146.72,mada,medium_basket,personal_care
MINI-20250619-0145,2025-06-19 14:04:55,103.16,cash,medium_basket,snacks
MINI-20250619-0146,2025-06-19 14:07:23,105.05,cash,medium_basket,personal_care
MINI-20250619-0147,2025-06-19 14:09:09,29.77,credit,small_basket,snacks
MINI-20250619-0148,2025-06-19 14:09:17,59.34,credit,medium_basket,household
MINI-20250619-0149,2025-06-19 14:09:55,32.95,cash,small_basket,groceries
MINI-20250619-0150,2025-06-19 14:16:11,428.46,mada,large_basket,snacks
MINI-20250619-0151,2025-06-19 14:16:36,190.18,mada,large_basket,beverages
MINI-20250619-0152,2025-06-19 14:18:44,36.08,mada,small_basket,snacks
MINI-20250619-0153,2025-06-19 14:21:50,265.54,cash,large_basket,beverages
MINI-20250619-0154,2025-06-19 14:23:47,95.52,mada,medium_basket,groceries
MINI-20250619-0155,2025-06-19 14:24:37,41.35,mada,small_basket,groceries
MINI-20250619-0156,2025-06-19 14:26:00,55.17,mada,medium_basket,household
MINI-20250619-0157,2025-06-19 14:32:09,50.6,mada,medium_basket,beverages
MINI-20250619-0158,2025-06-19 14:36:36,144.61,mada,medium_basket,beverages
MINI-20250619-0159,2025-06-19 14:38:03,169.55,cash,medium_basket,beverages
MINI-20250619-0160,2025-06-19 14:40:42,116.43,cash,medium_basket,personal_care
MINI-20250619-0161,2025-06-19 14:41:09,14.03,mada,small_basket,groceries
MINI-20250619-0162,2025-06-19 14:45:50,251.8,mada,large_basket,snacks
MINI-20250619-0163,2025-06-19 14:48:22,17.63,mada,small_basket,beverages
MINI-20250619-0164,2025-06-19 14:49:14,26.36,mada,small_basket,beverages
MINI-20250619-0165,2025-06-19 14:50:17,39.42,mada,small_basket,beverages
MINI-20250619-0166,2025-06-19 14:54:44,61.63,mada,medium_basket,personal_care
MINI-20250619-0167,2025-06-19 14:56:53,33.33,mada,small_basket,personal_care
MINI-20250619-0168,2025-06-19 15:01:05,280.9,cash,large_basket,beverages
MINI-20250619-0169,2025-06-19 15:16:31,182.68,cash,large_basket,household
MINI-20250619-0170,2025-06-19 15:26:24,16.12,mada,small_basket,personal_care
MINI-20250619-0171,2025-06-19 15:32:29,28.86,mada,small_basket,groceries
MINI-20250619-0172,2025-06-19 15:39:27,166.21,cash,medium_basket,personal_care
MINI-20250619-0173,2025-06-19 15:40:14,139.19,mada,medium_basket,snacks
MINI-20250619-0174,2025-06-19 15:47:22,119.49,cash,medium_basket,groceries
MINI-20250619-0175,2025-06-19 15:50:39,10.73,cash,small_basket,groceries
MINI-20250619-0176,2025-06-19 16:00:26,42.04,cash,small_basket,groceries
MINI-20250619-0177,2025-06-19 16:02:49,79.58,cash,medium_basket,beverages
MINI-20250619-0178,2025-06-19 16:04:07,12.28,mada,small_basket,groceries
MINI-20250619-0179,2025-06-19 16:10:56,44.9,mada,small_basket,snacks
MINI-20250619-0180,2025-06-19 16:14:48,134.99,mada,medium_basket,groceries
MINI-20250619-0181,2025-06-19 16:23:20,163.95,mada,medium_basket,beverages
MINI-20250619-0182,2025-06-19 16:23:46,24.9,cash,small_basket,household
MINI-20250619-0183,2025-06-19 16:38:11,14.16,mada,small_basket,snacks
MINI-20250619-0184,2025-06-19 16:42:55,23.82,mada,small_basket,groceries
MINI-20250619-0185,2025-06-19 16:43:57,79.17,cash,medium_basket,beverages
MINI-20250619-0186,2025-06-19 16:54:18,52.29,cash,medium_basket,groceries
MINI-20250619-0187,2025-06-19 16:56:23,152.73,cash,medium_basket,groceries
MINI-20250619-0188,2025-06-19 17:04:40,255.18,credit,large_basket,groceries
MINI-20250619-0189,2025-06-19 17:09:35,13.12,mada,small_basket,groceries
MINI-20250619-0190,2025-06-19 17:13:43,44.49,cash,small_basket,groceries
MINI-20250619-0191,2025-06-19 17:16:30,32.79,mada,small_basket,personal_care
MINI-20250619-0192,2025-06-19 17:17:11,133.24,cash,medium_basket,household
MINI-20250619-0193,2025-06-19 17:18:17,21.81,mada,small_basket,beverages
MINI-20250619-0194,2025-06-19 17:21:18,36.15,mada,small_basket,beverages
MINI-20250619-0195,2025-06-19 17:22:43,30.72,cash,small_basket,personal_care
MINI-20250619-0196,2025-06-19 17:23:14,442.37,cash,large_basket,groceries
MINI-20250619-0197,2025-06-19 17:28:27,24.56,credit,small_basket,beverages
MINI-20250619-0198,2025-06-19 17:34:38,42.94,mada,small_basket,household
MINI-20250619-0199,2025-06-19 17:35:07,158.83,cash,medium_basket,personal_care
MINI-20250619-0200,2025-06-19 17:35:46,99.52,cash,medium_basket,personal_care
MINI-20250619-0201,2025-06-19 17:41:13,18.97,mada,small_basket,beverages
MINI-20250619-0202,2025-06-19 17:42:18,36.82,mada,small_basket,groceries
MINI-20250619-0203,2025-06-19 17:43:43,29.35,mada,small_basket,beverages
MINI-20250619-0204,2025-06-19 17:47:51,408.74,cash,large_basket,beverages
MINI-20250619-0205,2025-06-19 17:50:31,390.21,credit,large_basket,groceries
MINI-20250619-0206,2025-06-19 17:52:39,14.48,credit,small_basket,household
MINI-20250619-0207,2025-06-19 17:53:30,26.97,cash,small_basket,snacks
MINI-20250619-0208,2025-06-19 17:53:57,147.58,mada,medium_basket,beverages
MINI-20250619-0209,2025-06-19 17:54:15,392.2,cash,large_basket,groceries
MINI-20250619-0210,2025-06-19 18:00:31,12.83,cash,small_basket,beverages
MINI-20250619-0211,2025-06-19 18:00:58,367.59,mada,large_basket,groceries
MINI-20250619-0212,2025-06-19 18:06:06,107.05,cash,medium_basket,beverages
MINI-20250619-0213,2025-06-19 18:14:46,10.11,mada,small_basket,beverages
MINI-20250619-0214,2025-06-19 18:16:58,130.35,credit,medium_basket,snacks
MINI-20250619-0215,2025-06-19 18:22:31,26.5,cash,small_basket,groceries
MINI-20250619-0216,2025-06-19 18:27:52,320.08,credit,large_basket,snacks
MINI-20250619-0217,2025-06-19 18:28:18,58.95,cash,medium_basket,beverages
MINI-20250619-0218,2025-06-19 18:32:24,51.51,mada,medium_basket,snacks
MINI-20250619-0219,2025-06-19 18:35:15,231.67,cash,large_basket,groceries
MINI-20250619-0220,2025-06-19 18:35:21,82.43,credit,medium_basket,household
MINI-20250619-0221,2025-06-19 18:43:07,18.4,mada,small_basket,household
MINI-20250619-0222,2025-06-19 18:49:16,383.83,cash,large_basket,personal_care
MINI-20250619-0223,2025-06-19 18:49:38,384.61,mada,large_basket,personal_care
MINI-20250619-0224,2025-06-19 18:50:16,44.84,mada,small_basket,groceries
MINI-20250619-0225,2025-06-19 18:56:34,32.37,mada,small_basket,snacks
MINI-20250619-0226,2025-06-19 18:58:41,18.93,mada,small_basket,groceries
MINI-20250619-0227,2025-06-19 19:04:43,21.68,mada,small_basket,groceries
MINI-20250619-0228,2025-06-19 19:04:57,36.8,mada,small_basket,groceries
MINI-20250619-0229,2025-06-19 19:05:48,28.51,mada,small_basket,household
MINI-20250619-0230,2025-06-19 19:07:44,191.12,mada,large_basket,groceries
MINI-20250619-0231,2025-06-19 19:08:54,9.53,mada,small_basket,snacks
MINI-20250619-0232,2025-06-19 19:14:36,21.5,cash,small_basket,groceries
MINI-20250619-0233,2025-06-19 19:16:30,31.34,mada,small_basket,personal_care
MINI-20250619-0234,2025-06-19 19:17:16,27.4,cash,small_basket,groceries
MINI-20250619-0235,2025-06-19 19:17:46,14.5,cash,small_basket,household
MINI-20250619-0236,2025-06-19 19:18:51,34.5,cash,small_basket,snacks
MINI-20250619-0237,2025-06-19 19:19:01,40.0,mada,small_basket,snacks
MINI-20250619-0238,2025-06-19 19:21:02,14.49,cash,small_basket,personal_care
MINI-20250619-0239,2025-06-19 19:21:32,30.08,mada,small_basket,groceries
MINI-20250619-0240,2025-06-19 19:25:14,10.01,cash,small_basket,groceries
MINI-20250619-0241,2025-06-19 19:27:31,42.82,mada,small_basket,household
MINI-20250619-0242,2025-06-19 19:31:14,224.23,mada,large_basket,beverages
MINI-20250619-0243,2025-06-19 19:31:45,115.34,cash,medium_basket,snacks
MINI-20250619-0244,2025-06-19 19:34:09,36.14,mada,small_basket,beverages
MINI-20250619-0245,2025-06-19 19:37:44,24.49,cash,small_basket,groceries
MINI-20250619-0246,2025-06-19 19:38:54,21.8,mada,small_basket,personal_care
MINI-20250619-0247,2025-06-19 19:39:24,157.85,cash,medium_basket,beverages
MINI-20250619-0248,2025-06-19 19:42:42,32.24,mada,small_basket,snacks
MINI-20250619-0249,2025-06-19 19:49:53,424.41,mada,large_basket,beverages
